stop_id,search_details_id,search_details_type,search_details_description,,
1462203,1645933,ActionTaken,Citation,,
1466282,1650217,ActionTaken,Citation,,
1460306,1643968,ActionTaken,Verbal Warning,,
1462105,NULL,NULL,NULL,,
1460329,1643996,ActionTaken,Citation,,
1462142,1645870,ActionTaken,Citation,,
1463044,1646849,ActionTaken,Citation,,
1463028,1646833,ActionTaken,Citation,,
1462168,1645896,ActionTaken,Citation,,
1462100,1645830,ActionTaken,Citation,,
1463059,1646864,ActionTaken,Written Warning,,
1463000,1646805,ActionTaken,Citation,,
1462202,1645932,ActionTaken,Citation,,
1462109,1645838,ActionTaken,Citation,,
1460309,1643971,ActionTaken,Citation,,
1460309,1643972,ActionTaken,FI,,
1460309,1643973,SearchType,Vehicle,,
1460309,1643974,SearchType,Driver,,
1460309,1643975,SearchBasis,Contraband Visible,,
1462138,1645867,ActionTaken,Citation,,
1462138,1645867,ActionTaken,Written Warning,,
1463045,1646850,ActionTaken,Citation,,
1462169,1645897,ActionTaken,Citation,,
1460308,1643970,ActionTaken,Verbal Warning,,
1463121,1646925,ActionTaken,Citation,,
1460310,1643976,ActionTaken,Citation,,
1463029,1646834,ActionTaken,Citation,,
1462201,1645931,ActionTaken,Citation,,
1462157,1645885,ActionTaken,Citation,,
1462110,1645839,ActionTaken,Citation,,
1463008,1646813,ActionTaken,Citation,,
1462988,1646793,ActionTaken,Citation,,
1463021,1646826,ActionTaken,Citation,,
1463405,1647225,ActionTaken,Citation,,
1462160,1645888,ActionTaken,Citation,,
1462159,1645887,ActionTaken,Citation,,
1462112,1645841,ActionTaken,Citation,,
1462111,1645840,ActionTaken,Citation,,
1463022,1646827,ActionTaken,Citation,,
1462122,1645851,ActionTaken,Citation,,
1463126,1646930,ActionTaken,Citation,,
1460311,1643977,ActionTaken,Written Warning,,
1462161,1645889,ActionTaken,Citation,,
1463046,1646851,ActionTaken,Citation,,
1463128,NULL,NULL,NULL,,
1462102,1645832,ActionTaken,Citation,,
1462113,1645842,ActionTaken,Written Warning,,
1463048,1646853,ActionTaken,Citation,,
1463023,1646828,ActionTaken,Citation,,
1462101,1645831,ActionTaken,Citation,,
1463061,1646866,ActionTaken,Written Warning,,
1463065,1646870,ActionTaken,Citation,,
1462181,1645910,ActionTaken,Written Warning,,
1463035,1646840,ActionTaken,Citation,,
1462182,1645911,ActionTaken,Written Warning,,
1463063,1646868,ActionTaken,Citation,,
1462989,1646794,ActionTaken,Citation,,
1463009,1646814,ActionTaken,Citation,,
1462185,1645914,ActionTaken,Citation,,
1462185,1645914,SearchBasis,Inventory Search,,
1463037,1646842,ActionTaken,Citation,,
1460315,1643981,ActionTaken,Verbal Warning,,
1462193,1645922,ActionTaken,Citation,,
1463038,1646843,ActionTaken,Citation,,
1462991,1646796,ActionTaken,Written Warning,,
1463062,1646867,ActionTaken,Citation,,
1463010,1646815,ActionTaken,Citation,,
1460317,1643983,ActionTaken,Citation,,
1463039,1646844,ActionTaken,Citation,,
1460318,1643984,ActionTaken,Verbal Warning,,
1462121,1645850,ActionTaken,Citation,,
1462191,1645920,ActionTaken,Citation,,
1462196,1645925,ActionTaken,Citation,,
1462990,1646795,ActionTaken,Citation,,
1463015,1646820,ActionTaken,Citation,,
1462120,1645849,ActionTaken,Citation,,
1462195,1645924,ActionTaken,Citation,,
1460319,1643985,ActionTaken,FI,,
1462119,1645848,ActionTaken,Citation,,
1460332,1643999,ActionTaken,Citation,,
1463016,1646821,ActionTaken,Citation,,
1462118,1645847,ActionTaken,Written Warning,,
1463030,1646835,ActionTaken,Citation,,
1460333,1644000,ActionTaken,Citation,,
1463032,1646837,ActionTaken,Citation,,
1462996,1646801,ActionTaken,Verbal Warning,,
1462117,1645846,ActionTaken,Citation,,
1462992,1646797,ActionTaken,Citation,,
1462194,1645923,ActionTaken,Citation,,
1460334,1644001,ActionTaken,Citation,,
1462116,1645845,ActionTaken,Citation,,
1462199,1645929,ActionTaken,Citation,,
1463033,1646838,ActionTaken,Citation,,
1462115,1645844,ActionTaken,Citation,,
1462114,1645843,ActionTaken,Citation,,
1460321,1643987,ActionTaken,Written Warning,,
1460489,1644164,ActionTaken,Citation,,
1460489,1644165,ActionTaken,Other,,
1460489,1644166,ActionTakenOther,TOW,,
1460489,1644167,SearchType,Vehicle,,
1460489,1644168,SearchBasis,Inventory Search [Prior to Impound],,
1462184,1645913,ActionTaken,Citation,,
1462184,1645913,SearchType,Vehicle,,
1462184,1645913,SearchBasis,Inventory Search,,
1460323,1643989,ActionTaken,Other,,
1460323,1643990,ActionTakenOther,HAZARD,,
1463017,1646822,ActionTaken,Citation,,
1460324,1643991,ActionTaken,Written Warning,,
1460336,1644003,ActionTaken,Written Warning,,
1460335,1644002,ActionTaken,Written Warning,,
1460337,1644004,ActionTaken,Written Warning,,
1460342,1644008,ActionTaken,Verbal Warning,,
1460373,1644037,ActionTaken,Citation,,
1460373,1644038,ActionTaken,FI,,
1460373,1644039,SearchType,Vehicle,,
1460373,1644040,SearchBasis,Inventory Search [Prior to Impound],,
1460338,1644005,ActionTaken,Citation,,
1460340,1644006,ActionTaken,Citation,,
1460412,NULL,NULL,NULL,,
1460339,NULL,NULL,NULL,,
1460341,1644007,ActionTaken,Written Warning,,
1460353,NULL,NULL,NULL,,
1460387,1644054,ActionTaken,Verbal Warning,,
1460354,NULL,NULL,NULL,,
1460413,NULL,NULL,NULL,,
1460356,NULL,NULL,NULL,,
1460343,1644009,ActionTaken,Citation,,
1460344,1644010,ActionTaken,Citation,,
1460347,1644013,ActionTaken,Verbal Warning,,
1460355,NULL,NULL,NULL,,
1460346,1644012,ActionTaken,Verbal Warning,,
1460364,1644024,ActionTaken,Citation,,
1460364,1644025,SearchType,Vehicle,,
1460364,1644026,SearchBasis,Inventory Search [Prior to Impound],,
1460345,1644011,ActionTaken,Verbal Warning,,
1460350,1644015,ActionTaken,Citation,,
1462976,1646781,ActionTaken,Citation,,
1463018,1646823,ActionTaken,Citation,,
1460352,1644017,ActionTaken,Verbal Warning,,
1460348,1644014,ActionTaken,Written Warning,,
1460358,NULL,NULL,NULL,,
1460351,1644016,ActionTaken,Citation,,
1462977,1646782,ActionTaken,Written Warning,,
1463019,1646824,ActionTaken,Citation,,
1460349,NULL,NULL,NULL,,
1462158,1645886,ActionTaken,Citation,,
1463020,1646825,ActionTaken,Citation,,
1462156,1645884,ActionTaken,Citation,,
1460357,1644018,ActionTaken,Verbal Warning,,
1462984,1646789,ActionTaken,Citation,,
1460360,1644020,ActionTaken,Verbal Warning,,
1460359,1644019,ActionTaken,Verbal Warning,,
1460361,1644021,ActionTaken,Citation,,
1463011,1646816,ActionTaken,Citation,,
1460363,1644023,ActionTaken,Citation,,
1462155,1645883,ActionTaken,Citation,,
1460379,1644046,ActionTaken,Citation,,
1460368,1644032,ActionTaken,Citation,,
1460366,1644028,ActionTaken,Verbal Warning,,
1463012,1646817,ActionTaken,Citation,,
1460369,1644033,ActionTaken,Citation,,
1460367,1644029,ActionTaken,Citation,,
1460367,1644030,SearchType,Vehicle,,
1460367,1644031,SearchBasis,Consent Search,,
1460362,1644022,ActionTaken,Verbal Warning,,
1463013,1646818,ActionTaken,Citation,,
1460365,1644027,ActionTaken,Verbal Warning,,
1462979,1646784,ActionTaken,Citation,,
1460378,1644045,ActionTaken,Citation,,
1460372,1644036,ActionTaken,Citation,,
1460375,1644042,ActionTaken,Verbal Warning,,
1460400,1644071,ActionTaken,FI,,
1460400,1644072,SearchType,Vehicle,,
1460400,1644073,SearchBasis,Consent Search,,
1460370,1644034,ActionTaken,Verbal Warning,,
1460401,NULL,NULL,NULL,,
1460382,1644049,ActionTaken,Citation,,
1460371,1644035,ActionTaken,Written Warning,,
1460374,1644041,ActionTaken,Verbal Warning,,
1460391,1644059,ActionTaken,Citation,,
1460391,1644060,SearchType,Vehicle,,
1460391,1644061,SearchBasis,Consent Search,,
1460377,1644044,ActionTaken,Citation,,
1462980,1646785,ActionTaken,Citation,,
1460404,NULL,NULL,NULL,,
1460380,1644047,ActionTaken,Citation,,
1460402,NULL,NULL,NULL,,
1460396,1644068,ActionTaken,Citation,,
1460381,1644048,ActionTaken,Citation,,
1460438,1644106,ActionTaken,Citation,,
1462981,1646786,ActionTaken,Citation,,
1460389,1644056,ActionTaken,Citation,,
1460384,1644051,ActionTaken,Verbal Warning,,
1463001,1646807,ActionTaken,Citation,,
1460376,1644043,ActionTaken,Verbal Warning,,
1460406,NULL,NULL,NULL,,
1460390,1644057,ActionTaken,Verbal Warning,,
1460390,1644058,ActionTaken,FI,,
1460405,NULL,NULL,NULL,,
1463003,1646808,ActionTaken,Citation,,
1460410,1644075,ActionTaken,Citation,,
1460383,1644050,ActionTaken,FI,,
1460385,1644052,ActionTaken,Verbal Warning,,
1462982,1646787,ActionTaken,Citation,,
1460439,1644107,ActionTaken,Other,,
1460439,1644108,ActionTakenOther,FELONY ARREST,,
1460439,1644109,SearchType,Vehicle,,
1460439,1644110,SearchType,Driver,,
1460439,1644111,SearchBasis,4th Waiver Search,,
1460386,1644053,ActionTaken,Verbal Warning,,
1460415,1644080,ActionTaken,Citation,,
1463004,1646809,ActionTaken,Citation,,
1460388,1644055,ActionTaken,Citation,,
1460407,NULL,NULL,NULL,,
1460395,1644067,ActionTaken,Citation,,
1460398,NULL,NULL,NULL,,
1463005,1646810,ActionTaken,Citation,,
1460394,1644066,ActionTaken,Citation,,
1460418,1644085,ActionTaken,Verbal Warning,,
1463006,1646811,ActionTaken,Citation,,
1460399,1644070,ActionTaken,Citation,,
1460397,1644069,ActionTaken,Citation,,
1460393,NULL,NULL,NULL,,
1460408,NULL,NULL,NULL,,
1462993,1646798,ActionTaken,Citation,,
1462983,1646788,ActionTaken,Citation,,
1462994,1646799,ActionTaken,Citation,,
1460417,1644082,ActionTaken,Citation,,
1460417,1644083,SearchType,Vehicle,,
1460417,1644084,SearchBasis,Inventory Search [Prior to Impound],,
1463052,1646857,ActionTaken,Citation,,
1460403,1644074,ActionTaken,Citation,,
1460409,NULL,NULL,NULL,,
1462995,1646800,ActionTaken,Citation,,
1460425,1644091,ActionTaken,Citation,,
1460429,1644097,ActionTaken,Citation,,
1460411,1644076,ActionTaken,Verbal Warning,,
1460421,1644088,ActionTaken,Verbal Warning,,
1460428,1644094,ActionTaken,Citation,,
1460428,1644095,SearchType,Vehicle,,
1460428,1644096,SearchBasis,Inventory Search [Prior to Impound],,
1460416,1644081,ActionTaken,Verbal Warning,,
1460419,1644086,ActionTaken,Citation,,
1460423,NULL,NULL,NULL,,
1460420,1644087,ActionTaken,Verbal Warning,,
1460426,1644092,ActionTaken,Citation,,
1460424,1644090,ActionTaken,Written Warning,,
1460422,1644089,ActionTaken,Citation,,
1460445,1644121,ActionTaken,Citation,,
1460430,1644098,ActionTaken,Verbal Warning,,
1460510,1644195,ActionTaken,Citation,,
1460917,1644620,ActionTaken,Verbal Warning,,
1460427,1644093,ActionTaken,Verbal Warning,,
1460431,1644099,ActionTaken,Verbal Warning,,
1460434,1644102,ActionTaken,Verbal Warning,,
1460440,1644112,ActionTaken,Citation,,
1460440,1644113,SearchType,Vehicle,,
1460440,1644114,SearchType,Driver,,
1460440,1644115,SearchType,Passenger,,
1460440,1644116,SearchBasis,Consent Search,,
1460432,1644100,ActionTaken,Citation,,
1463071,1646876,ActionTaken,Written Warning,,
1460433,1644101,ActionTaken,Citation,,
1460448,NULL,NULL,NULL,,
1460435,1644103,ActionTaken,Citation,,
1460437,1644105,ActionTaken,Citation,,
1460436,1644104,ActionTaken,Verbal Warning,,
1460449,NULL,NULL,NULL,,
1460450,NULL,NULL,NULL,,
1460937,1644637,ActionTaken,Verbal Warning,,
1460441,1644117,ActionTaken,Citation,,
1460442,1644118,ActionTaken,Citation,,
1460451,NULL,NULL,NULL,,
1460458,1644131,ActionTaken,Citation,,
1460443,1644119,ActionTaken,Verbal Warning,,
1460452,1644125,ActionTaken,Citation,,
1460530,1644221,ActionTaken,Other,,
1460530,1644222,ActionTakenOther,ARREST,,
1460530,1644223,SearchType,Driver,,
1460530,1644224,SearchBasis,Search incident to Arrest,,
1460499,1644180,ActionTaken,Citation,,
1460446,1644122,ActionTaken,Verbal Warning,,
1460446,1644123,ActionTaken,FI,,
1460962,1644659,ActionTaken,Verbal Warning,,
1460447,1644124,ActionTaken,Verbal Warning,,
1460444,1644120,ActionTaken,Verbal Warning,,
1460964,1644661,ActionTaken,Verbal Warning,,
1460453,1644126,ActionTaken,Verbal Warning,,
1460456,1644129,ActionTaken,Citation,,
1460454,1644127,ActionTaken,Verbal Warning,,
1460479,1644151,ActionTaken,Verbal Warning,,
1460459,1644132,ActionTaken,Verbal Warning,,
1460459,1644133,ActionTaken,FI,,
1460459,1644134,SearchType,Vehicle,,
1460459,1644135,SearchBasis,4th Waiver Search,,
1460455,1644128,ActionTaken,Verbal Warning,,
1460462,NULL,NULL,NULL,,
1460518,1644204,ActionTaken,Citation,,
1460518,1644205,SearchType,Driver,,
1460518,1644206,SearchBasis,Consent Search,,
1460457,1644130,ActionTaken,Written Warning,,
1460487,1644160,ActionTaken,Citation,,
1460460,NULL,NULL,NULL,,
1460461,NULL,NULL,NULL,,
1460466,1644141,ActionTaken,Citation,,
1460464,NULL,NULL,NULL,,
1460463,1644136,ActionTaken,Citation,,
1460519,1644207,ActionTaken,Citation,,
1460519,1644208,SearchType,Driver,,
1460519,1644209,SearchBasis,Consent Search,,
1460465,1644137,ActionTaken,Citation,,
1460465,1644138,SearchType,Vehicle,,
1460465,1644139,SearchType,Driver,,
1460465,1644140,SearchBasis,Contraband Visible,,
1460467,NULL,NULL,NULL,,
1460488,1644161,ActionTaken,Citation,,
1460488,1644162,SearchType,Vehicle,,
1460488,1644163,SearchBasis,Inventory Search [Prior to Impound],,
1460500,1644181,ActionTaken,Citation,,
1460500,1644182,SearchType,Vehicle,,
1460500,1644183,SearchBasis,Inventory Search [Prior to Impound],,
1460470,NULL,NULL,NULL,,
1460469,1644143,ActionTaken,Citation,,
1460468,1644142,ActionTaken,Verbal Warning,,
1460474,1644146,ActionTaken,Verbal Warning,,
1460477,1644149,ActionTaken,Citation,,
1460471,1644144,ActionTaken,Citation,,
1460476,1644148,ActionTaken,Citation,,
1460520,1644210,ActionTaken,Citation,,
1460520,1644211,SearchType,Driver,,
1460520,1644212,SearchBasis,Consent Search,,
1460472,NULL,NULL,NULL,,
1460484,1644156,ActionTaken,Verbal Warning,,
1460484,1644157,ActionTaken,Written Warning,,
1460473,1644145,ActionTaken,Verbal Warning,,
1460478,1644150,ActionTaken,Verbal Warning,,
1460482,1644154,ActionTaken,Citation,,
1460475,1644147,ActionTaken,Verbal Warning,,
1460485,1644158,ActionTaken,Citation,,
1460483,1644155,ActionTaken,Citation,,
1460495,1644174,ActionTaken,Citation,,
1460481,1644153,ActionTaken,Verbal Warning,,
1460486,1644159,ActionTaken,Citation,,
1460480,1644152,ActionTaken,Verbal Warning,,
1460494,1644173,ActionTaken,Written Warning,,
1460504,1644189,ActionTaken,Citation,,
1460492,1644171,ActionTaken,Verbal Warning,,
1460490,1644169,ActionTaken,Verbal Warning,,
1460525,1644217,ActionTaken,Verbal Warning,,
1460496,1644175,ActionTaken,Citation,,
1460526,1644218,ActionTaken,Citation,,
1460493,1644172,ActionTaken,Verbal Warning,,
1460501,1644184,ActionTaken,Citation,,
1460498,1644177,ActionTaken,Verbal Warning,,
1460498,1644178,SearchType,Driver,,
1460498,1644179,SearchBasis,4th Waiver Search,,
1460491,1644170,ActionTaken,Verbal Warning,,
1460497,1644176,ActionTaken,Citation,,
1460503,1644186,ActionTaken,Verbal Warning,,
1460503,1644187,SearchType,Driver,,
1460503,1644188,SearchBasis,4th Waiver Search,,
1460511,1644196,ActionTaken,Citation,,
1460511,1644197,ActionTaken,Verbal Warning,,
1460502,1644185,ActionTaken,Verbal Warning,,
1460528,NULL,NULL,NULL,,
1460508,1644193,ActionTaken,Citation,,
1463146,1646947,ActionTaken,Citation,,
1463102,1646906,ActionTaken,Citation,,
1461045,1644744,ActionTaken,Verbal Warning,,
1460507,1644192,ActionTaken,Verbal Warning,,
1463098,1646902,ActionTaken,Citation,,
1463101,1646905,ActionTaken,Citation,,
1463099,1646903,ActionTaken,Citation,,
1460506,1644191,ActionTaken,Verbal Warning,,
1463152,1646953,ActionTaken,Citation,,
1460592,1644294,ActionTaken,Verbal Warning,,
1460516,1644202,ActionTaken,Citation,,
1460593,1644295,ActionTaken,Verbal Warning,,
1460594,1644296,ActionTaken,Verbal Warning,,
1460509,1644194,ActionTaken,Verbal Warning,,
1460595,1644297,ActionTaken,Citation,,
1460512,1644198,ActionTaken,Verbal Warning,,
1460596,NULL,NULL,NULL,,
1460597,1644298,ActionTaken,Verbal Warning,,
1460514,1644200,ActionTaken,Citation,,
1460505,1644190,ActionTaken,Verbal Warning,,
1461055,1644759,ActionTaken,Verbal Warning,,
1460513,1644199,ActionTaken,Citation,,
1460531,1644225,ActionTaken,Citation,,
1460531,1644226,SearchType,Vehicle,,
1460531,1644227,SearchBasis,Inventory Search [Prior to Impound],,
1461059,NULL,NULL,NULL,,
1460521,1644213,ActionTaken,Verbal Warning,,
1460517,1644203,ActionTaken,Verbal Warning,,
1460524,1644216,ActionTaken,Citation,,
1460523,1644215,ActionTaken,Citation,,
1460522,1644214,ActionTaken,Verbal Warning,,
1460527,1644219,ActionTaken,Written Warning,,
1463095,1646900,ActionTaken,Citation,,
1463407,1647227,ActionTaken,Citation,,
1461092,1644814,ActionTaken,Citation,,
1461092,1644815,SearchType,Driver,,
1461092,1644816,SearchBasis,Consent Search,,
1463082,1646887,ActionTaken,Citation,,
1461093,1644817,ActionTaken,Citation,,
1461093,1644818,SearchType,Driver,,
1461093,1644819,SearchBasis,Consent Search,,
1460532,1644228,ActionTaken,Written Warning,,
1460533,1644229,ActionTaken,Citation,,
1460561,1644256,ActionTaken,Other,,
1460561,1644257,ActionTakenOther,ARRESTED,,
1460561,1644258,SearchType,Vehicle,,
1460561,1644259,SearchType,Driver,,
1460561,1644260,SearchBasis,Inventory Search [Prior to Impound], DRIVER SEARCH,
1460534,1644230,ActionTaken,Written Warning,,
1460536,1644232,ActionTaken,Verbal Warning,,
1460535,1644231,ActionTaken,Citation,,
1460539,1644235,ActionTaken,Verbal Warning,,
1460540,1644236,ActionTaken,Written Warning,,
1460538,1644234,ActionTaken,Citation,,
1460542,1644238,ActionTaken,Written Warning,,
1460544,1644240,ActionTaken,Written Warning,,
1460543,1644239,ActionTaken,Verbal Warning,,
1460545,NULL,NULL,NULL,,
1460546,1644241,ActionTaken,Written Warning,,
1460549,1644244,ActionTaken,Citation,,
1460547,1644242,ActionTaken,Citation,,
1460548,1644243,ActionTaken,Written Warning,,
1460598,1644299,ActionTaken,Citation,,
1460553,1644248,ActionTaken,Citation,,
1463079,1646884,ActionTaken,Citation,,
1463087,1646892,ActionTaken,Citation,,
1463087,1646892,SearchType,Vehicle,,
1463087,1646892,SearchBasis,Inventory Search,,
1460550,1644245,ActionTaken,Citation,,
1460552,1644247,ActionTaken,Written Warning,,
1460551,1644246,ActionTaken,Written Warning,,
1460600,1644301,ActionTaken,Citation,,
1463097,1646901,ActionTaken,Citation,,
1463130,1646933,ActionTaken,Citation,,
1463088,1646893,ActionTaken,Written Warning,,
1463091,1646896,ActionTaken,Citation,,
1463106,1646910,ActionTaken,Citation,,
1463160,1646961,ActionTaken,Citation,,
1460554,1644249,ActionTaken,Verbal Warning,,
1460541,1644237,ActionTaken,Citation,,
1460564,1644263,ActionTaken,Citation,,
1463092,1646897,ActionTaken,Citation,,
1460599,1644300,ActionTaken,Citation,,
1460556,NULL,NULL,NULL,,
1460560,1644255,ActionTaken,Citation,,
1463131,1646934,ActionTaken,Citation,,
1460555,1644250,ActionTaken,Verbal Warning,,
1463105,1646909,ActionTaken,Citation,,
1460557,1644251,ActionTaken,Other,,
1460557,1644252,ActionTakenOther,TW,,
1460558,1644253,ActionTaken,Written Warning,,
1460559,1644254,ActionTaken,Verbal Warning,,
1463132,1646935,ActionTaken,Citation,,
1463149,1646950,ActionTaken,Citation,,
1460562,1644261,ActionTaken,Citation,,
1463104,1646908,ActionTaken,Citation,,
1460601,1644302,ActionTaken,Citation,,
1460563,1644262,ActionTaken,Written Warning,,
1463164,1646965,ActionTaken,Citation,,
1460584,1644286,ActionTaken,Verbal Warning,,
1463133,1646936,ActionTaken,Citation,,
1463150,1646951,ActionTaken,Citation,,
1463144,1646945,ActionTaken,Citation,,
1462922,1646721,ActionTaken,Citation,,
1463083,1646888,ActionTaken,Citation,,
1460565,1644264,ActionTaken,Verbal Warning,,
1460602,1644303,ActionTaken,Citation,,
1460567,1644266,ActionTaken,Verbal Warning,,
1460567,1644267,ActionTaken,FI,,
1463134,1646937,ActionTaken,Citation,,
1463143,1646944,ActionTaken,Written Warning,,
1460568,NULL,NULL,NULL,,
1463110,1646914,ActionTaken,Written Warning,,
1460566,1644265,ActionTaken,Verbal Warning,,
1460603,1644304,ActionTaken,Citation,,
1463151,1646952,ActionTaken,Written Warning,,
1460570,1644269,ActionTaken,Written Warning,,
1463163,1646964,ActionTaken,Citation,,
1460569,1644268,ActionTaken,Citation,,
1460571,1644270,ActionTaken,Verbal Warning,,
1460571,1644271,ActionTaken,FI,,
1460573,1644273,ActionTaken,Verbal Warning,,
1460573,1644274,SearchBasis,4th Waiver Search,,
1467592,1651549,ActionTaken,Citation,,
1460604,1644305,ActionTaken,Citation,,
1463135,1646938,ActionTaken,Citation,,
1463167,1646968,ActionTaken,Citation,,
1463085,1646890,ActionTaken,Citation,,
1463089,1646894,ActionTaken,Citation,,
1463109,1646913,ActionTaken,Citation,,
1460572,1644272,ActionTaken,Citation,,
1463153,1646954,ActionTaken,Citation,,
1460576,1644277,ActionTaken,Citation,,
1460574,1644275,ActionTaken,Written Warning,,
1460605,1644306,ActionTaken,Citation,,
1463145,1646946,ActionTaken,Citation,,
1460575,1644276,ActionTaken,Citation,,
1463090,1646895,ActionTaken,Citation,,
1463108,1646912,ActionTaken,Written Warning,,
1463136,1646939,ActionTaken,Citation,,
1463162,1646963,ActionTaken,Written Warning,,
1460577,1644278,ActionTaken,Verbal Warning,,
1460577,1644279,ActionTaken,FI,,
1463154,1646955,ActionTaken,Citation,,
1463080,1646885,ActionTaken,Citation,,
1460606,1644307,ActionTaken,Citation,,
1463140,1646941,ActionTaken,Citation,,
1460581,1644283,ActionTaken,Citation,,
1460579,1644281,ActionTaken,Verbal Warning,,
1463107,1646911,ActionTaken,Citation,,
1460578,1644280,ActionTaken,Citation,,
1460580,1644282,ActionTaken,Verbal Warning,,
1463155,1646956,ActionTaken,Citation,,
1460608,1644309,ActionTaken,Citation,,
1463406,1647226,ActionTaken,Citation,,
1463142,1646943,ActionTaken,Written Warning,,
1466284,1650218,ActionTaken,Citation,,
1460582,1644284,ActionTaken,Verbal Warning,,
1461034,1644733,ActionTaken,Citation,,
1460609,1644310,ActionTaken,Citation,,
1463141,1646942,ActionTaken,Written Warning,,
1463156,1646957,ActionTaken,Citation,,
1463166,1646967,ActionTaken,Citation,,
1460583,1644285,ActionTaken,Verbal Warning,,
1460587,1644288,ActionTaken,Citation,,
1460586,1644287,ActionTaken,Verbal Warning,,
1460589,1644290,ActionTaken,Citation,,
1460585,NULL,NULL,NULL,,
1460607,1644308,ActionTaken,Citation,,
1460588,1644289,ActionTaken,Written Warning,,
1460590,1644291,ActionTaken,Verbal Warning,,
1460590,1644292,ActionTaken,FI,,
1463147,1646948,ActionTaken,Citation,,
1460591,1644293,ActionTaken,Verbal Warning,,
1463148,1646949,ActionTaken,Citation,,
1463158,1646959,ActionTaken,Written Warning,,
1463093,1646898,ActionTaken,Citation,,
1463081,1646886,ActionTaken,Citation,,
1463157,1646958,ActionTaken,Citation,,
1463094,1646899,ActionTaken,Citation,,
1463084,1646889,ActionTaken,Citation,,
1460610,1644311,ActionTaken,Verbal Warning,,
1463100,1646904,ActionTaken,Citation,,
1460611,NULL,NULL,NULL,,
1460612,1644312,ActionTaken,Written Warning,,
1460613,1644313,ActionTaken,Verbal Warning,,
1460613,1644314,ActionTaken,FI,,
1460615,1644316,ActionTaken,Written Warning,,
1460614,1644315,ActionTaken,Citation,,
1460616,1644317,ActionTaken,Verbal Warning,,
1460616,1644318,ActionTaken,FI,,
1460617,1644319,ActionTaken,Written Warning,,
1460618,1644320,ActionTaken,FI,,
1460618,1644321,SearchType,Passenger,,
1460618,1644322,SearchBasis,4th Waiver Search,,
1460621,1644325,ActionTaken,Citation,,
1460621,1644326,ActionTaken,FI,,
1460621,1644327,SearchType,Vehicle,,
1460621,1644328,SearchType,Driver,,
1460621,1644329,SearchBasis,4th Waiver Search,,
1460619,1644323,ActionTaken,FI,,
1460620,1644324,ActionTaken,Verbal Warning,,
1463168,1646969,ActionTaken,Citation,,
1460623,1644331,ActionTaken,Citation,,
1460624,1644332,ActionTaken,Citation,,
1460627,1644335,ActionTaken,Citation,,
1460627,1644336,ActionTaken,FI,,
1460622,1644330,ActionTaken,Verbal Warning,,
1460629,1644338,ActionTaken,Citation,,
1460625,1644333,ActionTaken,FI,,
1460705,1644418,ActionTaken,Citation,,
1460626,1644334,ActionTaken,Verbal Warning,,
1460631,1644342,ActionTaken,Citation,,
1460628,1644337,ActionTaken,Citation,,
1460630,1644339,ActionTaken,Citation,,
1460630,1644340,ActionTaken,Other,,
1460630,1644341,ActionTakenOther,TOW,,
1460656,1644367,ActionTaken,Citation,,
1460654,1644365,ActionTaken,FI,,
1460639,1644350,ActionTaken,Verbal Warning,,
1460655,1644366,ActionTaken,FI,,
1460636,1644347,ActionTaken,Verbal Warning,,
1460651,1644362,ActionTaken,Citation,,
1460781,NULL,NULL,NULL,,
1460643,1644354,ActionTaken,Verbal Warning,,
1460782,NULL,NULL,NULL,,
1460660,1644371,ActionTaken,Citation,,
1460660,1644372,SearchType,Vehicle,,
1460660,1644373,SearchBasis,Consent Search,,
1460657,1644368,ActionTaken,FI,,
1460787,NULL,NULL,NULL,,
1460659,1644370,ActionTaken,Verbal Warning,,
1460788,NULL,NULL,NULL,,
1460758,NULL,NULL,NULL,,
1460674,1644387,ActionTaken,Citation,,
1460755,NULL,NULL,NULL,,
1460685,1644398,ActionTaken,Citation,,
1460702,1644415,ActionTaken,Citation,,
1460789,NULL,NULL,NULL,,
1460756,NULL,NULL,NULL,,
1460701,1644414,ActionTaken,Citation,,
1460815,1644519,ActionTaken,Citation,,
1460815,1644520,SearchType,Vehicle,,
1460815,1644521,SearchBasis,Inventory Search [Prior to Impound],,
1460689,1644402,ActionTaken,Verbal Warning,,
1460757,NULL,NULL,NULL,,
1460700,1644413,ActionTaken,Verbal Warning,,
1460791,NULL,NULL,NULL,,
1460715,1644428,ActionTaken,Citation,,
1460848,NULL,NULL,NULL,,
1460763,NULL,NULL,NULL,,
1460747,1644462,ActionTaken,Verbal Warning,,
1460754,1644469,ActionTaken,Citation,,
1460776,1644486,ActionTaken,Citation,,
1461031,NULL,NULL,NULL,,
1460982,1644683,ActionTaken,Citation,,
1460798,1644502,ActionTaken,Citation,,
1460814,1644518,ActionTaken,Written Warning,,
1460820,1644525,ActionTaken,Citation,,
1460986,1644687,ActionTaken,Citation,,
1460746,1644459,ActionTaken,Citation,,
1460746,1644460,SearchType,Vehicle,,
1460746,1644461,SearchBasis,Inventory Search [Prior to Impound],,
1460829,1644535,ActionTaken,Citation,,
1460819,1644524,ActionTaken,Verbal Warning,,
1460983,1644684,ActionTaken,Citation,,
1460821,1644526,ActionTaken,Verbal Warning,,
1460853,NULL,NULL,NULL,,
1460866,1644567,ActionTaken,Citation,,
1460873,1644574,ActionTaken,Citation,,
1460843,1644549,ActionTaken,Verbal Warning,,
1460861,NULL,NULL,NULL,,
