stop_id,search_details_id,search_details_type,search_details_description,,
1447139,1630518,ActionTaken,Citation,,
1447148,1630527,ActionTaken,Citation,,
1445769,1629097,ActionTaken,Citation,,
1445168,1628462,ActionTaken,Citation,,
1445348,1628670,ActionTaken,Citation,,
1447126,1630505,ActionTaken,Citation,,
1445175,1628467,ActionTaken,Citation,,
1445173,1628465,ActionTaken,Citation,,
1445203,1628492,ActionTaken,Citation,,
1447133,1630512,ActionTaken,Citation,,
1447134,1630513,ActionTaken,Citation,,
1445171,1628463,ActionTaken,Citation,,
1445176,1628468,ActionTaken,Written Warning,,
1445770,1629098,ActionTaken,Citation,,
1445744,1629072,ActionTaken,Citation,,
1445174,1628466,ActionTaken,Citation,,
1445172,1628464,ActionTaken,Citation,,
1447125,1630504,ActionTaken,Written Warning,,
1445703,1629031,ActionTaken,Citation,,
1445209,1628498,ActionTaken,Written Warning,,
1447179,1630560,ActionTaken,Citation,,
1445702,NULL,NULL,NULL,,
1447123,1630502,ActionTaken,Citation,,
1445204,1628493,ActionTaken,Citation,,
1447210,1630591,ActionTaken,Citation,,
1447213,1630594,ActionTaken,Citation,,
1447180,1630561,ActionTaken,Citation,,
1447204,1630585,ActionTaken,Written Warning,,
1447176,1630557,ActionTaken,Citation,,
1447176,1630557,SearchType,Vehicle,,
1447176,1630557,SearchBasis,Inventory Search,,
1445734,1629062,ActionTaken,Citation,,
1447124,1630503,ActionTaken,Citation,,
1445743,1629071,ActionTaken,Citation,,
1447181,1630562,ActionTaken,Citation,,
1447209,1630590,ActionTaken,Citation,,
1445725,1629053,ActionTaken,Written Warning,,
1447117,1630497,ActionTaken,Written Warning,,
1445701,NULL,NULL,NULL,,
1447182,1630563,ActionTaken,Citation,,
1445704,1629032,ActionTaken,Citation,,
1445706,1629034,ActionTaken,Citation,,
1445742,1629070,ActionTaken,Citation,,
1445799,1629127,ActionTaken,Citation,,
1445707,1629035,ActionTaken,Citation,,
1447118,1630498,ActionTaken,Written Warning,,
1445189,1628478,ActionTaken,Citation,,
1445186,1628475,ActionTaken,Verbal Warning,,
1445745,1629073,ActionTaken,Written Warning,,
1445187,1628476,ActionTaken,Verbal Warning,,
1447178,1630559,ActionTaken,Citation,,
1447178,1630559,SearchType,Vehicle,,
1447178,1630559,SearchBasis,Inventory Search,,
1445191,1628480,ActionTaken,Citation,,
1447200,1630581,ActionTaken,Citation,,
1447111,1630491,ActionTaken,Citation,,
1447119,1630499,ActionTaken,Citation,,
1445708,1629036,ActionTaken,Citation,,
1445190,1628479,ActionTaken,Citation,,
1445222,1628509,ActionTaken,Citation,,
1447138,1630517,ActionTaken,Citation,,
1447208,1630589,ActionTaken,Citation,,
1447173,1630554,ActionTaken,Citation,,
1447137,1630516,ActionTaken,Citation,,
1447120,1630500,ActionTaken,Citation,,
1445709,1629037,ActionTaken,Citation,,
1447147,1630526,ActionTaken,Citation,,
1447201,1630582,ActionTaken,Citation,,
1445193,1628482,ActionTaken,Verbal Warning,,
1445723,1629051,ActionTaken,Written Warning,,
1445741,1629069,ActionTaken,Citation,,
1447110,1630490,ActionTaken,Citation,,
1447110,1630490,SearchType,Vehicle,,
1447110,1630490,SearchBasis,Inventory Search,,
1445223,1628510,ActionTaken,Citation,,
1445194,1628483,ActionTaken,Citation,,
1445201,1628490,ActionTaken,Citation,,
1445211,1628500,ActionTaken,Citation,,
1445197,1628486,ActionTaken,Citation,,
1447207,1630588,ActionTaken,Citation,,
1445753,1629081,ActionTaken,Citation,,
1445800,1629128,ActionTaken,Citation,,
1445212,NULL,NULL,NULL,,
1445224,1628511,ActionTaken,Citation,,
1445710,1629038,ActionTaken,Written Warning,,
1447136,1630515,ActionTaken,Written Warning,,
1447174,1630555,ActionTaken,Citation,,
1445771,1629099,ActionTaken,Citation,,
1447146,1630525,ActionTaken,Citation,,
1445724,1629052,ActionTaken,Citation,,
1445751,1629079,ActionTaken,Citation,,
1445711,1629039,ActionTaken,Citation,,
1445722,1629050,ActionTaken,Citation,,
1445740,1629068,ActionTaken,Citation,,
1445772,1629100,ActionTaken,Written Warning,,
1447186,1630567,ActionTaken,Citation,,
1447183,1630564,ActionTaken,Citation,,
1445712,1629040,ActionTaken,Citation,,
1445719,1629047,ActionTaken,Citation,,
1447175,1630556,ActionTaken,Citation,,
1445750,1629078,ActionTaken,Citation,,
1445225,1628512,ActionTaken,Citation,,
1445215,1628502,ActionTaken,Citation,,
1445705,1629033,ActionTaken,Citation,,
1445749,1629077,ActionTaken,Citation,,
1445718,1629046,ActionTaken,Citation,,
1447184,1630565,ActionTaken,Citation,,
1445214,NULL,NULL,NULL,,
1447657,1631050,ActionTaken,Citation,,
1447109,1630489,ActionTaken,Citation,,
1445762,1629090,ActionTaken,Citation,,
1447113,1630493,ActionTaken,Citation,,
1447206,1630587,ActionTaken,Citation,,
1447157,1630538,ActionTaken,Citation,,
1447135,1630514,ActionTaken,Citation,,
1445788,1629116,ActionTaken,Citation,,
1445213,1628501,ActionTaken,Verbal Warning,,
1445763,1629091,ActionTaken,Citation,,
1445227,1628514,ActionTaken,Citation,,
1447108,1630488,ActionTaken,Citation,,
1447107,1630487,ActionTaken,Citation,,
1445764,1629092,ActionTaken,Citation,,
1447158,1630539,ActionTaken,Citation,,
1447205,1630586,ActionTaken,Citation,,
1445216,1628503,ActionTaken,Citation,,
1447187,1630568,ActionTaken,Citation,,
1445733,1629061,ActionTaken,Citation,,
1447163,1630544,ActionTaken,Citation,,
1447188,1630569,ActionTaken,Citation,,
1445765,1629093,ActionTaken,Citation,,
1445789,1629117,ActionTaken,Citation,,
1445272,1628561,ActionTaken,Citation,,
1447105,1630485,ActionTaken,Citation,,
1445219,1628506,ActionTaken,Written Warning,,
1447143,1630522,ActionTaken,Citation,,
1445790,1629118,ActionTaken,Citation,,
1447160,1630541,ActionTaken,Citation,,
1445226,1628513,ActionTaken,Verbal Warning,,
1445779,1629107,ActionTaken,Citation,,
1447658,NULL,NULL,NULL,,
1445273,1628562,ActionTaken,Citation,,
1445351,1628672,ActionTaken,Verbal Warning,,
1447145,1630524,ActionTaken,Written Warning,,
1445228,1628515,ActionTaken,Verbal Warning,,
1445231,1628518,ActionTaken,Citation,,
1445429,1628748,ActionTaken,Written Warning,,
1445352,1628673,ActionTaken,Citation,,
1445430,1628749,ActionTaken,Citation,,
1445229,1628516,ActionTaken,Citation,,
1445274,1628563,ActionTaken,Citation,,
1445230,1628517,ActionTaken,Citation,,
1445427,1628746,ActionTaken,Citation,,
1447202,1630583,ActionTaken,Citation,,
1445234,1628520,ActionTaken,Citation,,
1445275,1628564,ActionTaken,Citation,,
1445232,1628519,ActionTaken,Written Warning,,
1445235,1628521,ActionTaken,Citation,,
1447114,1630494,ActionTaken,Written Warning,,
1445233,NULL,NULL,NULL,,
1447112,1630492,ActionTaken,Citation,,
1445428,1628747,ActionTaken,Citation,,
1445276,1628565,ActionTaken,Citation,,
1445426,1628745,ActionTaken,Citation,,
1445445,1628764,ActionTaken,Verbal Warning,,
1445237,NULL,NULL,NULL,,
1447116,1630496,ActionTaken,Citation,,
1447116,1630496,SearchType,Vehicle,,
1447116,1630496,SearchBasis,Inventory Search,,
1445277,1628566,ActionTaken,Citation,,
1445236,1628522,ActionTaken,Verbal Warning,,
1445239,1628524,ActionTaken,Citation,,
1445253,1628542,ActionTaken,Citation,,
1445238,1628523,ActionTaken,FI,,
1445245,1628531,ActionTaken,Other,,
1445245,1628532,ActionTakenOther,DRIVER ARRESTED,,
1445245,1628533,SearchType,Passenger,,
1445245,1628534,SearchBasis,Search incident to Arrest,,
1445243,1628529,ActionTaken,Verbal Warning,,
1445244,1628530,ActionTaken,Citation,,
1445240,1628525,ActionTaken,Other,,
1445240,1628526,ActionTakenOther,CONTACT,,
1445242,1628528,ActionTaken,Verbal Warning,,
1445246,1628535,ActionTaken,Citation,,
1445241,1628527,ActionTaken,Verbal Warning,,
1445248,1628537,ActionTaken,Citation,,
1445247,1628536,ActionTaken,Verbal Warning,,
1445249,1628538,ActionTaken,Verbal Warning,,
1445250,1628539,ActionTaken,Verbal Warning,,
1445251,1628540,ActionTaken,Verbal Warning,,
1445252,1628541,ActionTaken,Citation,,
1445256,1628545,ActionTaken,Citation,,
1445255,1628544,ActionTaken,Citation,,
1445259,1628548,ActionTaken,Citation,,
1445257,1628546,ActionTaken,Citation,,
1445254,1628543,ActionTaken,Citation,,
1445260,1628549,ActionTaken,Citation,,
1445258,1628547,ActionTaken,Verbal Warning,,
1445261,1628550,ActionTaken,FI,,
1445265,1628554,ActionTaken,Citation,,
1445266,1628555,ActionTaken,Citation,,
1445269,1628558,ActionTaken,Citation,,
1445262,1628551,ActionTaken,Verbal Warning,,
1445263,1628552,ActionTaken,Citation,,
1445264,1628553,ActionTaken,Verbal Warning,,
1445268,1628557,ActionTaken,Citation,,
1445267,1628556,ActionTaken,Verbal Warning,,
1445271,1628560,ActionTaken,Citation,,
1445270,1628559,ActionTaken,Verbal Warning,,
1445278,1628567,ActionTaken,Written Warning,,
1445279,1628568,ActionTaken,Citation,,
1445290,1628579,ActionTaken,Citation,,
1445280,1628569,ActionTaken,Verbal Warning,,
1445281,1628570,ActionTaken,Citation,,
1445286,1628575,ActionTaken,Citation,,
1445282,1628571,ActionTaken,Citation,,
1445285,1628574,ActionTaken,Citation,,
1445284,1628573,ActionTaken,Citation,,
1445283,1628572,ActionTaken,Citation,,
1445310,1628604,ActionTaken,Other,,
1445310,1628605,ActionTakenOther,ARRESTED,,
1445310,1628606,SearchType,Driver,,
1445310,1628607,SearchBasis,Search incident to Arrest,,
1445287,1628576,ActionTaken,Citation,,
1445289,1628578,ActionTaken,Citation,,
1445288,1628577,ActionTaken,Verbal Warning,,
1445332,1628642,ActionTaken,Citation,,
1445332,1628643,SearchType,Driver,,
1445332,1628644,SearchBasis,Consent Search,,
1445321,1628623,ActionTaken,Citation,,
1445321,1628624,SearchType,Vehicle,,
1445321,1628625,SearchBasis,Inventory Search [Prior to Impound],,
1445291,1628580,ActionTaken,Verbal Warning,,
1445292,1628581,ActionTaken,Verbal Warning,,
1445333,1628645,ActionTaken,Citation,,
1445333,1628646,SearchType,Driver,,
1445333,1628647,SearchBasis,Consent Search,,
1445293,1628582,ActionTaken,Verbal Warning,,
1445295,1628584,ActionTaken,Verbal Warning,,
1445294,1628583,ActionTaken,Verbal Warning,,
1445296,1628585,ActionTaken,Citation,,
1445300,1628589,ActionTaken,Citation,,
1445300,1628590,SearchType,Vehicle,,
1445300,1628591,SearchBasis,Inventory Search [Prior to Impound],,
1445298,1628587,ActionTaken,Citation,,
1445334,1628648,ActionTaken,Citation,,
1445334,1628649,SearchType,Driver,,
1445334,1628650,SearchBasis,Consent Search,,
1445303,1628597,ActionTaken,Citation,,
1445297,1628586,ActionTaken,Verbal Warning,,
1445357,1628678,ActionTaken,Other,,
1445357,1628679,ActionTakenOther,ARREST,,
1445357,1628680,SearchType,Vehicle,,
1445357,1628681,SearchType,Driver,,
1445357,1628682,SearchType,Passenger,,
1445357,1628683,SearchBasis,Search incident to Arrest,,
1445299,1628588,ActionTaken,Verbal Warning,,
1445335,1628651,ActionTaken,Citation,,
1445335,1628652,SearchType,Driver,,
1445335,1628653,SearchBasis,Consent Search,,
1445301,1628592,ActionTaken,Verbal Warning,,
1445302,1628593,ActionTaken,Citation,,
1445302,1628594,ActionTaken,FI,,
1445302,1628595,SearchType,Driver,,
1445302,1628596,SearchBasis,Odor of Contraband,,
1445307,1628601,ActionTaken,Citation,,
1445304,1628598,ActionTaken,Verbal Warning,,
1445336,1628654,ActionTaken,Citation,,
1445336,1628655,SearchType,Driver,,
1445336,1628656,SearchBasis,Consent Search,,
1445328,1628634,ActionTaken,Citation,,
1445328,1628635,SearchType,Vehicle,,
1445328,1628636,SearchBasis,Other, 40302 VC,
1445305,1628599,ActionTaken,Verbal Warning,,
1445306,1628600,ActionTaken,Verbal Warning,,
1445308,1628602,ActionTaken,Verbal Warning,,
1445312,NULL,NULL,NULL,,
1445309,1628603,ActionTaken,Verbal Warning,,
1445311,1628608,ActionTaken,Verbal Warning,,
1445314,1628614,ActionTaken,Verbal Warning,,
1445319,1628619,ActionTaken,Citation,,
1445319,1628620,SearchType,Vehicle,,
1445319,1628621,SearchBasis,Inventory Search [Prior to Impound],,
1447246,1630625,ActionTaken,Written Warning,,
1447287,1630666,ActionTaken,Citation,,
1447250,1630629,ActionTaken,Citation,,
1445316,1628616,ActionTaken,Citation,,
1445315,1628615,ActionTaken,Verbal Warning,,
1445406,NULL,NULL,NULL,,
1445407,NULL,NULL,NULL,,
1445397,1628723,ActionTaken,Citation,,
1445395,1628718,ActionTaken,Citation,,
1445408,NULL,NULL,NULL,,
1445318,1628618,ActionTaken,Citation,,
1445419,1628738,ActionTaken,Citation,,
1445804,1629132,ActionTaken,Citation,,
1445804,1629133,SearchType,Driver,,
1445804,1629134,SearchBasis,Contraband Visible,,
1445317,1628617,ActionTaken,Citation,,
1445400,1628726,ActionTaken,Citation,,
1445322,1628626,ActionTaken,Citation,,
1445323,1628627,ActionTaken,Citation,,
1445325,1628629,ActionTaken,Verbal Warning,,
1445324,1628628,ActionTaken,Verbal Warning,,
1445320,1628622,ActionTaken,Citation,,
1445329,1628637,ActionTaken,Citation,,
1445329,1628638,SearchType,Vehicle,,
1445329,1628639,SearchBasis,Inventory Search [Prior to Impound],,
1445327,1628631,ActionTaken,Citation,,
1445327,1628632,SearchType,Vehicle,,
1445327,1628633,SearchBasis,Inventory Search [Prior to Impound],,
1445326,1628630,ActionTaken,Verbal Warning,,
1445331,1628641,ActionTaken,Verbal Warning,,
1445330,1628640,ActionTaken,Verbal Warning,,
1445337,1628657,ActionTaken,Verbal Warning,,
1445338,1628658,ActionTaken,Verbal Warning,,
1445339,1628659,ActionTaken,Verbal Warning,,
1445340,1628660,ActionTaken,Citation,,
1445341,1628661,ActionTaken,Verbal Warning,,
1445342,1628662,ActionTaken,Citation,,
1445342,1628663,SearchType,Vehicle,,
1445342,1628664,SearchBasis,Inventory Search [Prior to Impound],,
1447379,1630761,ActionTaken,Citation,,
1445344,1628666,ActionTaken,Verbal Warning,,
1447426,1630808,ActionTaken,Citation,,
1445343,1628665,ActionTaken,Citation,,
1447305,1630684,ActionTaken,Citation,,
1447347,1630728,ActionTaken,Written Warning,,
1445345,1628667,ActionTaken,Written Warning,,
1447427,1630809,ActionTaken,Citation,,
1445354,1628675,ActionTaken,Verbal Warning,,
1445353,1628674,ActionTaken,Verbal Warning,,
1447240,1630619,ActionTaken,Citation,,
1445355,1628676,ActionTaken,FI,,
1447428,1630810,ActionTaken,Citation,,
1445367,1628693,ActionTaken,Citation,,
1447314,1630693,ActionTaken,Citation,,
1445358,1628684,ActionTaken,Citation,,
1445356,1628677,ActionTaken,Written Warning,,
1447429,1630811,ActionTaken,Citation,,
1445414,1628733,ActionTaken,Citation,,
1445359,1628685,ActionTaken,Citation,,
1447446,1630828,ActionTaken,Citation,,
1447311,1630690,ActionTaken,Written Warning,,
1447430,1630812,ActionTaken,Citation,,
1447401,1630784,ActionTaken,Citation,,
1447310,1630689,ActionTaken,Citation,,
1447431,1630813,ActionTaken,Citation,,
1445360,1628686,ActionTaken,Citation,,
1447383,1630765,ActionTaken,Citation,,
1447432,1630814,ActionTaken,Citation,,
1445415,1628734,ActionTaken,Citation,,
1445365,1628691,ActionTaken,Verbal Warning,,
1447361,1630743,ActionTaken,Citation,,
1447418,NULL,NULL,NULL,,
1447289,1630668,ActionTaken,Citation,,
1447433,1630815,ActionTaken,Citation,,
1447447,1630829,ActionTaken,Citation,,
1445362,1628688,ActionTaken,Verbal Warning,,
1447309,1630688,ActionTaken,Citation,,
1447384,1630766,ActionTaken,Written Warning,,
1447402,1630785,ActionTaken,Citation,,
1445361,1628687,ActionTaken,Citation,,
1447434,1630816,ActionTaken,Citation,,
1447403,1630786,ActionTaken,Citation,,
1445363,1628689,ActionTaken,Verbal Warning,,
1445416,1628735,ActionTaken,Citation,,
1447385,1630767,ActionTaken,Citation,,
1447448,1630830,ActionTaken,Citation,,
1445364,1628690,ActionTaken,Citation,,
1445396,1628719,ActionTaken,Other,,
1445396,1628720,ActionTakenOther,ARREST,,
1445396,1628721,SearchType,Vehicle,,
1445396,1628722,SearchBasis,Search incident to Arrest,,
1447417,1630800,ActionTaken,Citation,,
1447238,1630617,ActionTaken,Citation,,
1447404,1630787,ActionTaken,Citation,,
1447449,1630831,ActionTaken,Citation,,
1447386,1630768,ActionTaken,Citation,,
1447435,1630817,ActionTaken,Citation,,
1447367,1630749,ActionTaken,Citation,,
1447285,1630664,ActionTaken,Citation,,
1447406,1630789,ActionTaken,Citation,,
1447405,1630788,ActionTaken,Citation,,
1445366,1628692,ActionTaken,Citation,,
1447366,1630748,ActionTaken,Citation,,
1445369,1628695,ActionTaken,Citation,,
1445370,NULL,NULL,NULL,,
1445368,1628694,ActionTaken,Citation,,
1447382,1630764,ActionTaken,Citation,,
1447217,1630598,ActionTaken,Citation,,
1447450,1630832,ActionTaken,Citation,,
1447450,1630832,SearchType,Vehicle,,
1447450,1630832,SearchBasis,Inventory Search,,
1447239,1630618,ActionTaken,Citation,,
1447407,1630790,ActionTaken,Citation,,
1447436,1630818,ActionTaken,Citation,,
1445371,1628696,ActionTaken,Verbal Warning,,
1445417,1628736,ActionTaken,Citation,,
1447308,1630687,ActionTaken,Citation,,
1445849,1629189,ActionTaken,Citation,,
1447419,1630801,ActionTaken,Citation,,
1447437,1630819,ActionTaken,Citation,,
1447408,1630791,ActionTaken,Citation,,
1447276,1630655,ActionTaken,Written Warning,,
1447420,1630802,ActionTaken,Citation,,
1447364,1630746,ActionTaken,Citation,,
1447381,1630763,ActionTaken,Citation,,
1447438,1630820,ActionTaken,Citation,,
1447307,1630686,ActionTaken,Citation,,
1447279,1630658,ActionTaken,Citation,,
1447451,1630833,ActionTaken,Citation,,
1447243,1630622,ActionTaken,Citation,,
1445844,1629184,ActionTaken,Citation,,
1447380,1630762,ActionTaken,Citation,,
1447421,1630803,ActionTaken,Citation,,
1447439,1630821,ActionTaken,Citation,,
1447306,1630685,ActionTaken,Written Warning,,
1445418,1628737,ActionTaken,Written Warning,,
1445374,1628697,ActionTaken,FI,,
1445372,NULL,NULL,NULL,,
1445850,1629190,ActionTaken,Citation,,
1447242,1630621,ActionTaken,Written Warning,,
1447244,1630623,ActionTaken,Citation,,
1447273,1630652,ActionTaken,Citation,,
1447409,1630792,ActionTaken,Citation,,
1445373,NULL,NULL,NULL,,
1447376,1630758,ActionTaken,Written Warning,,
1447400,1630783,ActionTaken,Written Warning,,
1447423,1630805,ActionTaken,Citation,,
1447452,1630834,ActionTaken,Citation,,
1445852,1629192,ActionTaken,Citation,,
1447410,1630793,ActionTaken,Citation,,
1447272,1630651,ActionTaken,Citation,,
1447453,1630835,ActionTaken,Citation,,
1447346,1630727,ActionTaken,Citation,,
1447397,1630780,ActionTaken,Written Warning,,
1447271,1630650,ActionTaken,Citation,,
1447411,1630794,ActionTaken,Citation,,
1445377,1628700,ActionTaken,Citation,,
1447304,1630683,ActionTaken,Citation,,
1447218,1630599,ActionTaken,Citation,,
1447454,1630836,ActionTaken,Citation,,
1447398,1630781,ActionTaken,Citation,,
1445379,1628705,ActionTaken,Citation,,
1447219,1630600,ActionTaken,Citation,,
1447424,1630806,ActionTaken,Citation,,
1445378,1628701,ActionTaken,FI,,
1445378,1628702,SearchType,Vehicle,,
1445378,1628703,SearchType,Driver,,
1445378,1628704,SearchBasis,4th Waiver Search,,
1447455,1630837,ActionTaken,Citation,,
1445381,NULL,NULL,NULL,,
1447345,1630726,ActionTaken,Citation,,
1447221,1630602,ActionTaken,Citation,,
1447303,1630682,ActionTaken,Written Warning,,
1447412,1630795,ActionTaken,Citation,,
1447261,1630640,ActionTaken,Written Warning,,
1447378,1630760,ActionTaken,Citation,,
1447399,1630782,ActionTaken,Citation,,
1445380,1628706,ActionTaken,FI,,
1447270,1630649,ActionTaken,Citation,,
1445375,1628698,ActionTaken,Citation,,
1447312,1630691,ActionTaken,Citation,,
1447344,1630725,ActionTaken,Citation,,
1447425,1630807,ActionTaken,Citation,,
1447222,1630603,ActionTaken,Citation,,
1447229,1630610,ActionTaken,Citation,,
1447456,1630838,ActionTaken,Citation,,
1445382,1628707,ActionTaken,Citation,,
1445376,1628699,ActionTaken,Citation,,
1447275,1630654,ActionTaken,Citation,,
1447362,1630744,ActionTaken,Citation,,
1447268,1630647,ActionTaken,Citation,,
1447284,1630663,ActionTaken,Written Warning,,
1447302,1630681,ActionTaken,Citation,,
1445386,1628711,ActionTaken,FI,,
1445845,1629185,ActionTaken,Citation,,
1447286,1630665,ActionTaken,Citation,,
1447231,1630612,ActionTaken,Citation,,
1447363,1630745,ActionTaken,Citation,,
1447395,1630778,ActionTaken,Citation,,
1447223,1630604,ActionTaken,Written Warning,,
1445847,1629187,ActionTaken,Citation,,
1447377,1630759,ActionTaken,Citation,,
1447267,1630646,ActionTaken,Citation,,
1445848,1629188,ActionTaken,Citation,,
1447396,1630779,ActionTaken,Citation,,
1447266,1630645,ActionTaken,Citation,,
1445384,1628709,ActionTaken,Citation,,
1445391,NULL,NULL,NULL,,
1445385,1628710,ActionTaken,Verbal Warning,,
1445383,1628708,ActionTaken,Verbal Warning,,
