President	Start Date	End Date	% Approval	% Disapproval	% No opinion/data
George Bush	6/12/1992	6/14/1992	36	54	8
George Bush	6/26/1992	7/1/1992	38	54	6
George Bush	7/23/1992	7/24/1992	31	59	8
George Bush	7/24/1992	7/26/1992	31	59	9
George Bush	7/31/1992	8/2/1992	29	59	10
George Bush	8/6/1992	8/7/1992	34	59	6
George Bush	8/10/1992	8/12/1992	35	58	6
George Bush	8/13/1992	8/14/1992	36	57	5
George Bush	8/21/1992	8/23/1992	39	54	6
George Bush	8/21/1992	8/21/1992	37	55	6
George Bush	8/31/1992	9/2/1992	39	53	6
George Bush	9/10/1992	9/11/1992	35	58	6
George Bush	9/11/1992	9/15/1992	39	54	6
George Bush	9/17/1992	9/20/1992	36	53	9
George Bush	9/24/1992	10/13/1992	29	59	10
George Bush	10/1/1992	10/3/1992	33	57	8
George Bush	10/12/1992	10/14/1992	34	56	9
George Bush	10/22/1992	10/23/1992	37	58	4
George Bush	11/20/1992	11/22/1992	42	46	11
George Bush	11/20/1992	11/22/1992	42	46	11
George Bush	12/4/1992	12/6/1992	48	47	3
George Bush	12/18/1992	12/20/1992	49	40	10
George Bush	1/8/1993	1/11/1993	56	37	7
William J. Clinton	1/24/1993	1/26/1993	58	20	22
William J. Clinton	1/29/1993	1/31/1993	53	30	16
William J. Clinton	2/12/1993	2/14/1993	51	33	15
William J. Clinton	2/26/1993	2/28/1993	58	28	12
William J. Clinton	3/12/1993	3/14/1993	53	34	13
William J. Clinton	3/29/1993	3/31/1993	51	36	11
William J. Clinton	4/22/1993	4/24/1993	55	37	8
William J. Clinton	5/10/1993	5/12/1993	45	44	10
William J. Clinton	5/21/1993	5/23/1993	43	45	10
William J. Clinton	6/5/1993	6/6/1993	36	49	14
William J. Clinton	6/18/1993	6/21/1993	38	50	10
William J. Clinton	6/29/1993	6/30/1993	45	47	6
William J. Clinton	7/9/1993	7/11/1993	49	43	7
William J. Clinton	7/19/1993	7/21/1993	41	48	9
William J. Clinton	8/8/1993	8/10/1993	43	47	8
William J. Clinton	8/23/1993	8/25/1993	44	46	8
William J. Clinton	9/10/1993	9/12/1993	46	41	11
William J. Clinton	9/13/1993	9/15/1993	46	42	10
William J. Clinton	9/24/1993	9/26/1993	56	34	8
William J. Clinton	10/8/1993	10/10/1993	50	41	8
William J. Clinton	10/13/1993	10/18/1993	47	44	9
William J. Clinton	10/28/1993	10/30/1993	47	44	7
William J. Clinton	11/2/1993	11/4/1993	47	44	7
William J. Clinton	11/15/1993	11/16/1993	49	42	7
William J. Clinton	11/19/1993	11/21/1993	47	43	8
William J. Clinton	12/4/1993	12/6/1993	52	38	9
William J. Clinton	12/17/1993	12/19/1993	47	42	9
William J. Clinton	1/6/1994	1/8/1994	54	38	7
William J. Clinton	1/15/1994	1/17/1994	53	38	8
William J. Clinton	1/28/1994	1/30/1994	57	34	7
William J. Clinton	2/26/1994	2/28/1994	53	40	5
William J. Clinton	3/7/1994	3/8/1994	50	41	8
William J. Clinton	3/11/1994	3/13/1994	50	41	8
William J. Clinton	3/25/1994	3/27/1994	52	40	6
William J. Clinton	3/28/1994	3/30/1994	50	42	7
William J. Clinton	4/16/1994	4/18/1994	50	40	8
William J. Clinton	4/22/1994	4/24/1994	48	44	7
William J. Clinton	5/20/1994	5/22/1994	50	42	6
William J. Clinton	6/3/1994	6/6/1994	45	47	7
William J. Clinton	6/11/1994	6/12/1994	49	43	7
William J. Clinton	6/25/1994	6/28/1994	44	47	8
William J. Clinton	7/1/1994	7/3/1994	43	48	8
William J. Clinton	7/15/1994	7/17/1994	42	48	8
William J. Clinton	8/8/1994	8/9/1994	43	48	8
William J. Clinton	8/15/1994	8/16/1994	39	51	8
William J. Clinton	9/6/1994	9/7/1994	39	53	6
William J. Clinton	9/16/1994	9/18/1994	42	50	8
William J. Clinton	9/23/1994	9/25/1994	43	51	4
William J. Clinton	10/7/1994	10/9/1994	42	51	5
William J. Clinton	10/18/1994	10/19/1994	41	52	7
William J. Clinton	10/22/1994	10/25/1994	47	46	5
William J. Clinton	11/2/1994	11/6/1994	45	46	7
William J. Clinton	11/28/1994	11/29/1994	43	48	7
William J. Clinton	12/2/1994	12/5/1994	42	50	7
William J. Clinton	12/16/1994	12/18/1994	42	52	4
William J. Clinton	12/28/1994	12/30/1994	40	51	8
William J. Clinton	1/16/1995	1/18/1995	46	45	7
William J. Clinton	2/3/1995	2/5/1995	48	44	6
William J. Clinton	2/24/1995	2/26/1995	42	47	9
William J. Clinton	3/17/1995	3/19/1995	44	45	9
William J. Clinton	3/27/1995	3/29/1995	43	47	9
William J. Clinton	4/5/1995	4/6/1995	46	44	8
William J. Clinton	4/17/1995	4/19/1995	46	45	8
William J. Clinton	4/21/1995	4/24/1995	50	39	9
William J. Clinton	5/11/1995	5/14/1995	50	42	7
William J. Clinton	6/5/1995	6/6/1995	46	42	10
William J. Clinton	7/7/1995	7/9/1995	47	43	9
William J. Clinton	7/20/1995	7/23/1995	46	43	9
William J. Clinton	8/4/1995	8/7/1995	45	42	12
William J. Clinton	8/28/1995	8/30/1995	45	43	11
William J. Clinton	9/14/1995	9/17/1995	43	43	12
William J. Clinton	9/22/1995	9/24/1995	47	43	8
William J. Clinton	10/5/1995	10/7/1995	46	42	11
William J. Clinton	10/19/1995	10/22/1995	49	39	11
William J. Clinton	11/6/1995	11/8/1995	52	40	7
William J. Clinton	11/17/1995	11/18/1995	53	37	9
William J. Clinton	12/15/1995	12/18/1995	50	43	5
William J. Clinton	1/5/1996	1/7/1996	42	49	8
William J. Clinton	1/12/1996	1/15/1996	46	46	7
William J. Clinton	1/26/1996	1/29/1996	52	42	6
William J. Clinton	2/23/1996	2/25/1996	53	40	6
William J. Clinton	3/8/1996	3/10/1996	54	37	8
William J. Clinton	3/15/1996	3/17/1996	52	38	8
William J. Clinton	4/9/1996	4/10/1996	53	40	6
William J. Clinton	4/25/1996	4/28/1996	56	36	7
William J. Clinton	5/9/1996	5/12/1996	54	38	6
William J. Clinton	5/28/1996	5/29/1996	53	38	8
William J. Clinton	6/18/1996	6/19/1996	57	36	5
William J. Clinton	6/27/1996	6/30/1996	51	41	6
William J. Clinton	7/18/1996	7/21/1996	56	35	8
William J. Clinton	7/26/1996	7/28/1996	57	35	7
William J. Clinton	8/5/1996	8/7/1996	57	36	6
William J. Clinton	8/16/1996	8/18/1996	52	39	9
William J. Clinton	8/23/1996	8/25/1996	52	39	8
William J. Clinton	8/30/1996	9/1/1996	60	33	7
William J. Clinton	10/1/1996	10/2/1996	58	34	8
William J. Clinton	10/25/1996	10/27/1996	54	36	9
William J. Clinton	11/21/1996	11/24/1996	57	34	7
William J. Clinton	12/9/1996	12/11/1996	57	34	8
William J. Clinton	1/3/1997	1/5/1997	57	34	7
William J. Clinton	1/10/1997	1/13/1997	61	30	7
William J. Clinton	1/31/1997	2/2/1997	59	30	9
William J. Clinton	2/24/1997	2/26/1997	56	32	10
William J. Clinton	3/24/1997	3/26/1997	59	35	6
William J. Clinton	4/11/1997	4/13/1997	54	36	9
William J. Clinton	4/18/1997	4/20/1997	54	37	9
William J. Clinton	5/6/1997	5/7/1997	57	35	7
William J. Clinton	5/30/1997	6/1/1997	56	35	8
William J. Clinton	6/26/1997	6/29/1997	55	35	9
William J. Clinton	7/25/1997	7/27/1997	58	34	7
William J. Clinton	8/12/1997	8/13/1997	60	32	7
William J. Clinton	8/22/1997	8/25/1997	60	33	6
William J. Clinton	9/6/1997	9/7/1997	60	27	11
William J. Clinton	9/25/1997	9/28/1997	57	32	9
William J. Clinton	10/3/1997	10/5/1997	55	35	8
William J. Clinton	10/27/1997	10/29/1997	58	32	9
William J. Clinton	11/6/1997	11/9/1997	58	31	9
William J. Clinton	11/21/1997	11/23/1997	60	30	9
William J. Clinton	12/18/1997	12/21/1997	55	36	7
William J. Clinton	1/6/1998	1/7/1998	59	31	9
William J. Clinton	1/16/1998	1/18/1998	59	30	10
William J. Clinton	1/24/1998	1/25/1998	60	35	5
William J. Clinton	1/25/1998	1/26/1998	59	37	4
William J. Clinton	1/28/1998	1/28/1998	66	27	5
William J. Clinton	1/30/1998	2/1/1998	68	28	3
William J. Clinton	2/13/1998	2/15/1998	66	29	3
William J. Clinton	2/20/1998	2/22/1998	65	29	5
William J. Clinton	3/6/1998	3/9/1998	63	31	6
William J. Clinton	3/16/1998	3/16/1998	66	29	4
William J. Clinton	3/20/1998	3/22/1998	65	28	5
William J. Clinton	4/1/1998	4/1/1998	67	28	4
William J. Clinton	4/17/1998	4/19/1998	63	30	5
William J. Clinton	5/8/1998	5/10/1998	64	30	4
William J. Clinton	6/5/1998	6/7/1998	60	33	5
William J. Clinton	6/22/1998	6/23/1998	60	33	6
William J. Clinton	7/7/1998	7/8/1998	61	33	5
William J. Clinton	7/13/1998	7/14/1998	63	31	6
William J. Clinton	7/29/1998	7/29/1998	64	31	3
William J. Clinton	8/7/1998	8/8/1998	63	31	4
William J. Clinton	8/10/1998	8/12/1998	64	29	5
William J. Clinton	8/17/1998	8/17/1998	61	32	5
William J. Clinton	8/18/1998	8/18/1998	65	29	5
William J. Clinton	8/20/1998	8/20/1998	60	34	5
William J. Clinton	8/21/1998	8/23/1998	61	34	3
William J. Clinton	9/1/1998	9/1/1998	62	32	4
William J. Clinton	9/10/1998	9/10/1998	59	36	3
William J. Clinton	9/11/1998	9/12/1998	63	34	2
William J. Clinton	9/14/1998	9/15/1998	63	34	2
William J. Clinton	9/20/1998	9/20/1998	59	34	5
William J. Clinton	9/21/1998	9/21/1998	65	31	3
William J. Clinton	9/23/1998	9/24/1998	65	30	3
William J. Clinton	10/6/1998	10/7/1998	63	33	3
William J. Clinton	10/9/1998	10/12/1998	65	31	3
William J. Clinton	10/23/1998	10/25/1998	65	31	2
William J. Clinton	10/29/1998	11/1/1998	65	30	3
William J. Clinton	11/13/1998	11/15/1998	65	31	3
William J. Clinton	11/20/1998	11/22/1998	65	30	4
William J. Clinton	12/4/1998	12/6/1998	65	29	4
William J. Clinton	12/12/1998	12/13/1998	63	34	2
William J. Clinton	1/6/1999	1/6/1999	63	34	3
William J. Clinton	1/8/1999	1/10/1999	67	30	3
William J. Clinton	1/15/1999	1/17/1999	69	29	2
William J. Clinton	1/22/1999	1/24/1999	69	29	2
William J. Clinton	1/27/1999	1/27/1999	67	31	2
William J. Clinton	2/2/1999	2/7/1999	59	37	3
William J. Clinton	2/4/1999	2/8/1999	65	33	2
William J. Clinton	2/8/1999	2/9/1999	62	34	3
William J. Clinton	2/9/1999	2/9/1999	69	27	2
William J. Clinton	2/12/1999	2/13/1999	66	31	2
William J. Clinton	2/19/1999	2/21/1999	66	29	4
William J. Clinton	2/26/1999	2/28/1999	65	30	3
William J. Clinton	3/5/1999	3/7/1999	67	28	3
William J. Clinton	3/12/1999	3/14/1999	61	34	3
William J. Clinton	3/19/1999	3/21/1999	64	33	3
William J. Clinton	3/30/1999	3/31/1999	64	31	4
William J. Clinton	4/6/1999	4/7/1999	58	35	6
William J. Clinton	4/13/1999	4/14/1999	59	35	4
William J. Clinton	4/26/1999	4/27/1999	59	35	4
William J. Clinton	4/30/1999	5/2/1999	60	36	3
William J. Clinton	5/7/1999	5/9/1999	60	35	5
William J. Clinton	5/21/1999	5/23/1999	56	39	4
William J. Clinton	6/4/1999	6/5/1999	59	35	4
William J. Clinton	6/11/1999	6/13/1999	61	34	3
William J. Clinton	6/25/1999	6/27/1999	57	40	1
William J. Clinton	7/13/1999	7/14/1999	58	36	4
William J. Clinton	7/16/1999	7/18/1999	57	38	3
