par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
"New Jersey","NJ",424517,.0028621,.0001107,.0002992,.0008834,.0005936,.0002874,.0002521,.0003769,.0001696,2.36e-06,.000033,.0000141,9.42e-06,.0000118,.0000118,.0000283,212225,.0044057,.0001649,.0004571,.0015879,.0006785,.0004806,.0004476,.0005466,.0002073,4.71e-06,.0000518,.0000141,.0000141,.0000236,.0000236,.000033,212229,.0013193,.0000565,.0001414,.0001791,.0005089,.0000942,.0000565,.0002073,.0001319,0,.0000141,.0000141,4.71e-06,0,0,.0000236,57205,.0007692,0,.0000524,.0002622,.0002273,.0001049,.0000175,.0000699,.000035,0,0,0,0,0,0,0,69049,.0013034,0,.0001593,.0003765,.0002607,.0001014,.0001014,.0002317,.0000724,0,0,0,0,0,0,0,69363,.0015426,.0000433,.0002307,.0003748,.000346,.0001009,.0001874,.0002595,.0000433,0,.0000144,.0000144,0,.0000144,0,0,85500,.0024327,.0001053,.0002222,.0006316,.0005029,.0002456,.0002105,.0004795,.0001404,0,.0000234,0,.0000117,.0000117,.0000351,.0000234,143400,.0053417,.0002441,.0005439,.0017713,.0010739,.0005649,.0004742,.0005649,.0003487,6.97e-06,.0000767,.0000349,.0000209,.0000209,.0000139,.0000697
"New Mexico","NM",115909,.0017255,.0000518,.000138,.0004918,.0002933,.0003278,.0001553,.0002416,.0000776,0,.0000173,8.63e-06,8.63e-06,0,0,.0000173,58165,.0027508,.0000516,.0001891,.000808,.0003438,.0006017,.0002923,.0004126,.0001032,0,.0000344,0,.0000172,0,0,0,57742,.0006927,.000052,.0000866,.0001732,.0002425,.000052,.0000173,.0000693,.000052,0,0,.0000173,0,0,0,.0000346,30241,.0004629,0,.0000661,.0000661,.0000661,.0000661,.0000661,.0000331,.0000992,0,0,0,0,0,0,0,28377,.0009162,0,.0000705,.0002467,.0001057,.0001762,.0000705,.0002467,0,0,0,0,0,0,0,0,23685,.0013933,.0000844,0,.0004222,.0002533,.0002533,.0002533,.0000844,.0001267,0,.0000422,0,0,0,0,.0000422,19155,.0019838,.0000522,.0001566,.0006787,.0002088,.0004176,.0001566,.0003132,.0000522,0,0,0,0,0,0,.0000522,14451,.0061587,.0002076,.0006228,.00173,.0013148,.0011764,.000346,.0008304,.0001384,0,.0000692,.0000692,.0000692,0,0,0
"Nevada","NV",99305,.0013997,.0001007,.0000705,.0004934,.000151,.0001309,.0001007,.0003625,.0000906,0,.0000201,0,0,.0000101,.0000403,.0000302,49934,.0023631,.0001602,.0001202,.0008812,.0001802,.0002403,.0001802,.0006208,.0001402,0,.0000401,0,0,0,.0000801,.0000401,49360,.0004254,.0000405,.0000203,.0001013,.0001216,.0000203,.0000203,.0001013,.0000405,0,0,0,0,.0000203,0,.0000203,15114,.0005955,.0000662,0,.0001323,0,.0001323,0,.0002647,.0000662,0,0,0,0,0,0,.0000662,22004,.0005454,.0000909,0,.0002272,.0000909,.0000454,.0000454,.0001363,0,0,.0000454,0,0,.0000454,0,0,21929,.000912,.0000456,.0000456,.0002736,.0000456,.0000912,.0001824,.0001368,.0001368,0,0,0,0,0,.0000456,0,21565,.0014839,.0001855,.0000464,.0004173,.0000927,.0001391,.0001391,.0005101,.0001391,0,0,0,0,0,.0001391,.0000464,18693,.0035307,.000107,.0002675,.0014444,.000535,.0002675,.000107,.0008024,.000107,0,.0000535,0,0,0,0,.0000535
"New York","NY",870056,.0024458,.0001115,.0002299,.0007689,.0003448,.0002816,.0002827,.0003701,.0001655,3.45e-06,.0000195,.0000103,8.05e-06,8.05e-06,.0000138,.0000483,435507,.0039104,.0001998,.0003329,.0013272,.0004156,.0004891,.0005052,.0005763,.0002595,6.89e-06,.0000367,.0000184,.0000138,.0000161,.000023,.000085,434472,.0009782,.000023,.0001266,.0002094,.0002739,.0000737,.0000598,.0001634,.0000714,0,2.30e-06,2.30e-06,2.30e-06,0,4.60e-06,.0000115,159208,.0006218,.000044,.0000502,.0001759,.0000817,.0000565,.0000691,.0001445,.000044,0,.0000188,6.28e-06,0,0,6.28e-06,.0000126,178187,.0010831,.0000449,.0001066,.0003479,.0001403,.0001179,.0001235,.0001628,.0000842,5.61e-06,0,.0000112,0,0,5.61e-06,.0000224,170842,.0017677,.0000468,.000158,.0004683,.0001932,.0001873,.0002341,.0003688,.0001522,0,5.85e-06,0,5.85e-06,0,.0000176,.0000176,170905,.0030602,.0001463,.0002809,.0009069,.0004154,.0003745,.0004213,.0004388,.0002223,5.85e-06,.0000293,5.85e-06,.0000176,.0000176,0,.0000702,190914,.0052956,.0002567,.0005133,.0018019,.0008276,.0006233,.000529,.0006914,.0003038,5.24e-06,.0000419,.0000262,.0000157,.000021,.0000367,.00011
"Ohio","OH",706343,.0023969,.0001628,.0002732,.0005352,.0003171,.0002874,.0003115,.0004162,.0002562,4.25e-06,.0000127,.0000156,5.66e-06,9.91e-06,.0000156,.0000991,354872,.0037929,.0002142,.0004086,.0009327,.0004171,.0004931,.0005551,.0006509,.0003353,5.64e-06,.0000197,.0000169,8.45e-06,.0000141,.0000197,.0001296,351394,.0009875,.000111,.0001366,.0001338,.0002163,.0000797,.0000655,.0001793,.0001764,2.85e-06,5.69e-06,.0000142,2.85e-06,5.69e-06,.0000114,.0000683,105358,.00056,.0000475,.0000664,.0001329,.000019,.0000949,.0000569,.0001139,.0000759,0,9.49e-06,0,0,0,9.49e-06,.0000285,145479,.0008867,.0000412,.0001169,.0001993,.0001031,.0000962,.0001581,.0001306,.0000825,0,0,0,0,0,6.87e-06,.0000344,168396,.0015559,.0001069,.0001782,.0002969,.0002078,.0002197,.0002197,.0002672,.0001663,0,.0000178,5.94e-06,.0000119,5.94e-06,.0000119,.0000534,164020,.0030057,.0002073,.0003963,.0005548,.0003658,.0003902,.0004877,.0004938,.000317,.0000122,0,.0000305,6.10e-06,6.10e-06,.0000183,.0001341,123090,.0060931,.0004225,.0006012,.0015761,.0009099,.0006337,.0006012,.001113,.0006581,8.12e-06,.0000406,.0000406,8.12e-06,.0000406,.0000325,.0002518
"Oklahoma","OK",220098,.0013494,.0000363,.0001181,.000309,.0001318,.0001772,.0001636,.0003726,.0000772,0,4.54e-06,4.54e-06,9.09e-06,4.54e-06,9.09e-06,4.54e-06,111258,.002292,.0000719,.0001618,.0005663,.0002067,.0003415,.0003056,.0006022,.0001079,0,8.99e-06,8.99e-06,.000018,8.99e-06,.000018,8.99e-06,108785,.0003861,0,.0000735,.000046,.0000552,9.19e-06,.0000184,.0001379,.000046,0,0,0,0,0,0,0,50109,.0003991,.00002,.0000399,.0001197,.00002,.0000399,.00002,.0000998,.0000599,0,0,0,0,0,.00002,0,52766,.0006065,0,.0000569,.0001327,.0000379,.0000758,.0001137,.0001516,.0000379,0,0,0,0,0,0,0,48637,.0011719,0,.0001439,.0002673,.0000822,.0001439,.000185,.0002878,.0000617,0,0,0,0,0,0,0,40042,.0016483,.0000999,.0001249,.0002997,.0001498,.0001998,.0002997,.0004745,.0000999,0,.000025,0,0,.000025,.000025,.000025,28544,.0042741,.0001051,.0003153,.001051,.0005605,.0006306,.0002803,.0012612,.0001752,0,0,.000035,.0000701,0,0,0
"Oregon","OR",199109,.0026418,.0001004,.0002059,.000894,.0002712,.0003717,.0002762,.0003917,.000231,0,.0000201,.00001,.00001,.00001,.0000201,.0000301,100672,.00447,.0001987,.0003278,.0015695,.0004073,.0006556,.0004669,.0006953,.0003477,0,.0000397,.0000199,.0000199,.0000199,.0000397,.0000596,98395,.0007724,0,.0000813,.0002033,.0001321,.0000813,.0000813,.0000813,.0001118,0,0,0,0,0,0,0,29007,.0008963,.0000689,.0000345,.0002758,.0000689,.0001379,.0000689,.0001724,.0001379,0,.0000345,0,0,0,0,.0000345,39102,.0015856,.0000511,.0001023,.0005115,.0001534,.0002046,.000179,.0002046,.0002302,0,0,0,0,.0000256,.0000256,0,46452,.0016146,.0001292,.0002153,.0004306,.0001507,.0001292,.0001722,.0003229,.0001937,0,0,0,.0000215,.0000215,.0000646,.0000215,45370,.0026008,.0000441,.0001322,.0009037,.0002204,.0004629,.0002645,.0003967,.0002204,0,.000022,0,0,0,0,.000022,39178,.0062535,.0002042,.0005105,.0022717,.0007402,.0008934,.0006636,.0008168,.0003573,0,.000051,.000051,.0000255,0,0,.0000766
"Pennsylvania","PA",697584,.0025904,.0001261,.0002666,.000711,.0004014,.0003354,.0002781,.0004745,.0001233,4.30e-06,.0000344,7.17e-06,.0000229,.0000115,8.60e-06,.0000373,350412,.0041951,.0002026,.0003881,.0012214,.0004994,.000605,.000508,.0007677,.0002055,5.71e-06,.0000514,8.56e-06,.0000371,.0000228,.0000171,.0000599,347127,.0009679,.000049,.000144,.000193,.0003025,.0000634,.0000461,.0001786,.0000403,2.88e-06,.0000173,5.76e-06,8.64e-06,0,0,.0000144,103701,.0005689,0,.0000771,.0001254,.0000579,.0000579,.0000482,.0001446,.0000579,0,0,0,0,0,0,0,131424,.0011337,.0000685,.0001141,.0002663,.0001674,.0001902,.0000989,.0002435,.0000533,0,.0000304,0,7.61e-06,0,7.61e-06,.0000228,156459,.0016234,.0000639,.0001406,.0003963,.0001981,.0002109,.0002109,.0003643,.0001023,6.39e-06,.0000128,0,6.39e-06,6.39e-06,0,.000032,158050,.0030876,.0001961,.0003606,.0007339,.0004745,.000386,.0004239,.0005315,.0001772,0,.000038,.0000127,.0000443,.0000253,6.33e-06,.0000696,147950,.0057925,.0002568,.0005678,.0018249,.0009868,.0007367,.0005137,.0009665,.000196,.0000135,.0000811,.0000203,.0000473,.0000203,.000027,.0000473
"Rhode Island","RI",53348,.0028117,.0001312,.0001874,.0007685,.0004311,.0002812,.0004124,.0004311,.0002999,0,0,0,0,.0000187,.0000187,.0000937,26965,.0039681,.0001113,.0002225,.0012609,.0004821,.0003709,.0007788,.0005563,.0002967,0,0,0,0,.0000371,0,.0000742,26382,.0016299,.0001516,.0001516,.0002653,.000379,.0001895,.0000379,.0003032,.0003032,0,0,0,0,0,.0000379,.0001137,8104,.000617,0,.0001234,.0002468,.0001234,0,0,.0001234,0,0,0,0,0,0,0,0,9437,.0010597,.000106,0,.0002119,.000106,0,.0002119,.0002119,.0003179,0,0,0,0,0,0,.000106,11278,.001596,0,.0000887,.000266,.000266,.0001773,.0003547,.0001773,.000266,0,0,0,0,0,0,0,12359,.0021037,.0000809,.0001618,.0004046,.0004855,.0004046,.0000809,.0004046,.0001618,0,0,0,0,0,.0000809,0,12170,.0074774,.0004108,.000493,.0023829,.000986,.0006574,.0012325,.0010682,.0006574,0,0,0,0,.0000822,0,.0003287
"South Carolina","SC",239045,.0010626,.0000376,.0001548,.000251,.000159,.0001255,.0000795,.000205,.0000878,4.18e-06,4.18e-06,0,4.18e-06,0,.0000167,8.37e-06,119242,.0016018,.0000587,.0002516,.0004361,.0001593,.0001845,.0001342,.0003187,.0001174,8.39e-06,8.39e-06,0,8.39e-06,0,.0000335,0,119784,.0005259,.0000167,.0000584,.0000668,.0001586,.0000668,.000025,.0000918,.0000584,0,0,0,0,0,0,.0000167,61533,.0001463,.0000163,0,.0000163,.0000325,.0000163,0,.0000163,.000065,0,0,0,0,0,0,.0000163,58238,.0005151,.0000343,.0001202,.0000859,.0000172,.0000343,.0000515,.0001202,.0000859,0,0,0,0,0,.0000172,.0000172,45479,.0009015,0,.0001539,.0001979,.000044,.0001539,.000066,.0001759,.0001099,0,0,0,0,0,0,0,41052,.0014372,.0000974,.0001949,.0003897,.000268,.0001705,.0000731,.000268,.0000731,.0000244,.0000244,0,0,0,.0000487,0,32743,.0035122,.0000611,.0004581,.0008857,.0006719,.000397,.0003054,.0006719,.0001222,0,0,0,.0000305,0,.0000305,0
"South Dakota","SD",52957,.0024926,.0001322,.0001322,.000642,.0002266,.0003399,.0005854,.0004532,.0001133,.0000189,0,.0000378,0,.0000566,.0000189,0,26676,.004386,.0002624,.0001874,.0010871,.0003374,.0006373,.0010496,.0008622,.0002249,.0000375,0,.000075,0,.0001125,.0000375,0,26281,.0005708,0,.0000761,.0001903,.0001142,.0000381,.0001142,.0000381,0,0,0,0,0,0,0,0,7877,.0006348,0,.000127,0,0,0,.000127,.0003809,0,0,0,0,0,0,0,0,12504,.0016795,0,.0001599,.0004798,.00008,.0003199,.0003999,.0002399,0,0,0,0,0,0,0,0,14515,.002618,.0002756,.0001378,.0006889,.0002067,.0003445,.00062,.0004823,.0001378,.0000689,0,0,0,.0001378,.0000689,0,11226,.0024051,.0001782,.0001782,.0007126,.0004454,.0002672,.0004454,.0002672,.0000891,0,0,.0000891,0,.0000891,0,0,6835,.0059985,.0001463,0,.0014631,.0004389,.0008778,.0016094,.0011704,.0004389,0,0,.0001463,0,0,0,0
"Tennessee","TN",329495,.0012747,.0000546,.0001457,.0003096,.0002428,.0001305,.0001335,.0001942,.0001184,0,9.10e-06,0,6.07e-06,6.07e-06,6.07e-06,.0000273,166440,.0020969,.0001081,.0002523,.0005227,.0003184,.0002463,.0002343,.0003244,.0001983,0,.000018,0,.000012,.000012,.000012,.0000541,163022,.0004355,0,.0000368,.000092,.0001656,.0000123,.0000307,.0000613,.0000368,0,0,0,0,0,0,0,71549,.0004472,.000028,.000028,.0000559,.0000978,.000028,.0000559,.0001258,.0000559,0,0,0,0,0,.000014,.000014,78286,.0006004,0,.0001022,.0001277,.0000639,.0000511,.0001022,.0001022,.0000511,0,0,0,0,0,0,0,68545,.0008899,.0000292,.0000875,.0001751,.0001605,.0001313,.0000875,.0001605,.0000875,0,0,0,0,0,.0000146,.0000146,59694,.0013904,.0000838,.0001843,.000268,.000268,.0002513,.000201,.0001508,.000067,0,.0000168,0,.0000168,.0000335,0,.0000168,51421,.0038311,.000175,.0004084,.0011668,.0007973,.0002528,.0002723,.0005251,.0004084,0,.0000389,0,.0000194,0,0,.0001167
"Texas","TX",1269067,.0014546,.0000552,.0000922,.0005201,.0001749,.0001741,.00013,.0003026,.0000607,1.58e-06,.000015,4.73e-06,7.09e-06,6.30e-06,8.67e-06,.0000118,638446,.0023949,.0000799,.0001363,.0009038,.0002287,.0003007,.0002302,.0005028,.0000924,1.57e-06,.0000204,7.83e-06,7.83e-06,.000011,.0000172,.0000141,630464,.0005028,.0000301,.0000476,.0001316,.0001205,.000046,.0000286,.0000999,.0000286,1.59e-06,9.52e-06,1.59e-06,6.34e-06,1.59e-06,0,9.52e-06,301226,.0003718,.0000133,.0000266,.0001195,.0000299,.0000432,.0000398,.0000896,.0000232,0,0,0,0,0,6.64e-06,6.64e-06,290909,.0007288,.0000241,.0000413,.000275,.0000756,.0000756,.0001134,.0001272,.0000206,3.44e-06,6.88e-06,3.44e-06,0,6.88e-06,0,3.44e-06,234096,.0008928,.0000427,.0000983,.0002777,.0000641,.000141,.0000683,.0001794,.0000641,4.27e-06,4.27e-06,0,8.54e-06,4.27e-06,4.27e-06,.0000171,212566,.0017783,.0000329,.0001176,.0005833,.0001929,.000207,.0002023,.0003858,.0000894,0,0,4.70e-06,4.70e-06,9.41e-06,4.70e-06,9.41e-06,230270,.0040605,.0001824,.0002128,.0015417,.0005863,.0004734,.0002649,.0008512,.0001303,0,.0000695,.0000174,.0000261,.000013,.0000304,.0000261
