  Year          Age             Female            Male           Total
  1968          39              2657.87         4128.56         6786.43
  1968          40              3050.00         4801.81         7851.81
  1968          41              3165.03         5199.96         8364.99
  1968          42              3540.16         5820.19         9360.35
  1968          43              4041.32         6379.41        10420.73
  1968          44              4150.36         6724.54        10874.90
  1968          45              4531.49         7587.86        12119.35
  1968          46              4963.63         8186.09        13149.72
  1968          47              5450.79         8898.36        14349.15
  1968          48              5691.86         9663.65        15355.51
  1968          49              5987.96        10211.85        16199.81
  1968          50              6439.11        11127.19        17566.30
  1968          51              6476.12        11553.36        18029.48
  1968          52              7092.32        12783.82        19876.14
  1968          53              7399.42        13740.18        21139.60
  1968          54              8043.63        14994.65        23038.28
  1968          55              8353.74        15959.02        24312.76
  1968          56              8697.85        16563.24        25261.09
  1968          57              9584.14        17951.77        27535.91
  1968          58             10211.34        19147.22        29358.56
  1968          59             10108.31        19531.37        29639.68
  1968          60             11199.67        21144.97        32344.64
  1968          61             11257.68        21100.96        32358.64
  1968          62             12276.02        22675.55        34951.57
  1968          63             12402.06        23372.82        35774.88
  1968          64             12931.24        23918.02        36849.26
  1968          65             14422.72        25164.49        39587.21
  1968          66             14053.60        23839.99        37893.59
  1968          67             17168.62        27013.18        44181.80
  1968          68             17706.80        27031.19        44737.99
  1968          69             16638.45        25516.62        42155.07
  1968          70             18656.11        27177.25        45833.36
  1968          71             18374.02        27279.28        45653.30
  1968          72             21459.03        29864.26        51323.29
  1968          73             21542.06        28941.91        50483.97
  1968          74             22648.41        29210.01        51858.42
  1968          75             24383.98        29493.13        53877.11
  1968          76             24035.87        28261.66        52297.53
  1968          77             23890.83        27069.21        50960.04
  1968          78             25793.44        27015.19        52808.63
  1968          79             26159.57        26588.02        52747.59
  1968          80             26174.57        25111.47        51286.04
  1968          81             23439.67        21861.25        45300.92
  1968          82             24662.08        21895.26        46557.34
  1968          83             24386.98        20659.80        45046.78
  1968          84             23484.69        18937.14        42421.83
  1968          85             21675.10        16892.37        38567.47
  1968          86             19669.44        14725.56        34395.00
  1968          87             18527.07        12615.76        31142.83
  1968          88             16481.40        10887.10        27368.50
  1968          89             13906.56         8757.31        22663.87
  1968          90             12178.98         7509.84        19688.82
  1968          91             10079.30         6153.32        16232.62
  1968          92              8821.89         5071.92        13893.81
  1968          93              7054.31         3744.41        10798.72
  1968          94              5291.74         2733.03         8024.77
  1968          95              4188.37         2073.78         6262.15
  1968          96              3028.99         1435.54         4464.53
  1968          97              2123.69         1074.41         3198.10
  1968          98              1578.51          695.26         2273.77
  1968          99              1006.33          448.16         1454.49
  1968         100               658.22          306.12          964.34
  1968         101               423.13          183.07          606.20
  1968         102               244.08          101.04          345.12
  1968         103               181.06           73.02          254.08
  1968         104               110.04           48.02          158.06
  1968         105                89.03           31.01          120.04
  1968         106                42.02           29.02           71.04
  1968         107                24.00           19.00           43.00
  1968         108                22.00           15.00           37.00
  1968         109                 9.00            4.00           13.00
  1968         110+               33.00           30.00           63.00
  1969           0             31802.80        43296.30        75099.10
  1969           1              2064.64         2430.91         4495.55
  1969           2              1330.41         1706.64         3037.05
  1969           3              1098.34         1403.52         2501.86
  1969           4              1006.31         1253.47         2259.78
  1969           5               843.26         1177.45         2020.71
  1969           6               743.23         1110.42         1853.65
  1969           7               709.22         1052.39         1761.61
  1969           8               654.20          973.37         1627.57
  1969           9               617.19         1023.39         1640.58
  1969          10               540.16          881.33         1421.49
  1969          11               582.18          863.33         1445.51
  1969          12               604.18         1009.38         1613.56
  1969          13               656.20         1132.42         1788.62
  1969          14               753.23         1510.57         2263.80
  1969          15               929.28         1889.71         2818.99
  1969          16              1040.33         2675.01         3715.34
  1969          17              1196.37         3156.19         4352.56
  1969          18              1366.42         3794.43         5160.85
  1969          19              1294.40         3806.43         5100.83
  1969          20              1265.39         3597.35         4862.74
  1969          21              1258.39         3735.41         4993.80
  1969          22              1316.40         3926.48         5242.88
  1969          23              1143.36         3045.15         4188.51
  1969          24              1111.35         2890.08         4001.43
  1969          25              1141.35         2824.07         3965.42
  1969          26              1179.37         2818.06         3997.43
  1969          27              1124.35         2550.96         3675.31
  1969          28              1158.36         2660.01         3818.37
  1969          29              1142.35         2456.93         3599.28
  1969          30              1197.37         2455.92         3653.29
  1969          31              1300.40         2435.91         3736.31
  1969          32              1402.43         2401.91         3804.34
  1969          33              1509.46         2586.98         4096.44
  1969          34              1637.50         2754.03         4391.53
  1969          35              1679.52         2917.10         4596.62
  1969          36              1886.58         3118.18         5004.76
  1969          37              2129.66         3456.30         5585.96
  1969          38              2317.71         3755.41         6073.12
  1969          39              2690.83         4262.61         6953.44
  1969          40              2889.89         4728.78         7618.67
  1969          41              3058.95         5045.90         8104.85
  1969          42              3566.10         5887.22         9453.32
  1969          43              3874.20         6269.36        10143.56
  1969          44              4231.31         6970.62        11201.93
  1969          45              4613.42         7645.88        12259.30
  1969          46              4780.47         8084.04        12864.51
  1969          47              5146.59         9010.39        14156.98
  1969          48              5602.72         9435.55        15038.27
  1969          49              6072.87        10360.90        16433.77
  1969          50              6238.92        10981.13        17220.05
  1969          51              6494.00        11511.34        18005.34
  1969          52              6876.12        12415.68        19291.80
  1969          53              7307.25        13415.05        20722.30
  1969          54              7962.45        14728.55        22691.00
  1969          55              8295.56        15582.86        23878.42
  1969          56              8780.71        16774.31        25555.02
  1969          57              9222.84        17503.59        26726.43
  1969          58              9953.07        18733.05        28686.12
  1969          59             10406.21        19861.48        30267.69
  1969          60             10586.26        20369.67        30955.93
  1969          61             11103.42        21584.13        32687.55
  1969          62             12401.82        22636.53        35038.35
  1969          63             12232.77        22826.59        35059.36
  1969          64             12989.00        23767.95        36756.95
  1969          65             14139.35        24961.40        39100.75
  1969          66             14575.48        24562.25        39137.73
  1969          67             14923.60        24685.30        39608.90
  1969          68             17739.46        26881.12        44620.58
  1969          69             18000.54        27145.22        45145.76
  1969          70             17987.54        26207.87        44195.41
  1969          71             18479.69        26532.99        45012.68
  1969          72             20273.24        27878.50        48151.74
  1969          73             21657.67        28733.82        50391.49
  1969          74             22857.04        28797.84        51654.88
  1969          75             23857.34        28598.77        52456.11
  1969          76             23848.35        28610.78        52459.13
  1969          77             24036.40        27009.17        51045.57
  1969          78             24771.62        26167.85        50939.47
  1969          79             26006.01        25800.71        51806.72
  1969          80             26692.22        25917.76        52609.98
  1969          81             24669.59        22736.56        47406.15
  1969          82             24111.43        21193.98        45305.41
  1969          83             24335.49        20416.69        44752.18
  1969          84             23762.31        19306.27        43068.58
  1969          85             22247.86        16792.33        39040.19
  1969          86             20369.28        14975.64        35344.92
  1969          87             18471.69        12725.79        31197.48
  1969          88             16418.06        10818.08        27236.14
  1969          89             14646.51         9223.48        23869.99
  1969          90             12132.74         7157.70        19290.44
  1969          91             10228.15         5911.22        16139.37
  1969          92              8595.64         4873.84        13469.48
  1969          93              7164.21         3895.47        11059.68
  1969          94              5714.76         2832.07         8546.83
  1969          95              4123.27         1968.74         6092.01
  1969          96              3152.97         1466.55         4619.52
  1969          97              2300.71         1122.42         3423.13
  1969          98              1590.49          744.28         2334.77
  1969          99              1118.34          502.19         1620.53
  1969         100               689.21          310.12          999.33
  1969         101               438.13          201.07          639.20
  1969         102               319.10          121.04          440.14
  1969         103               179.06           67.02          246.08
  1969         104               108.04           36.02          144.06
  1969         105                65.02           34.02           99.04
  1969         106                54.02           17.00           71.02
  1969         107                25.00           23.01           48.01
  1969         108                16.00            9.00           25.00
  1969         109                25.00           10.00           35.00
  1969         110+               35.00           17.00           52.00
  1970           0             31829.29        42865.80        74695.09
  1970           1              1991.58         2347.03         4338.61
  1970           2              1224.35         1595.70         2820.05
  1970           3               990.29         1381.60         2371.89
  1970           4               849.25         1172.52         2021.77
  1970           5               809.23         1139.50         1948.73
  1970           6               764.22         1066.47         1830.69
  1970           7               611.18          985.43         1596.61
  1970           8               595.18          943.42         1538.60
  1970           9               568.17          921.40         1489.57
  1970          10               537.16          892.39         1429.55
  1970          11               521.16          890.39         1411.55
  1970          12               566.16          994.43         1560.59
  1970          13               662.20         1159.51         1821.71
  1970          14               723.21         1502.66         2225.87
  1970          15               892.26         1910.84         2803.10
  1970          16              1018.29         2588.13         3606.42
  1970          17              1180.35         3140.37         4320.72
  1970          18              1319.38         3717.63         5037.01
  1970          19              1413.41         3856.69         5270.10
  1970          20              1320.38         3679.62         5000.00
  1970          21              1312.38         3699.62         5012.00
  1970          22              1312.38         3917.72         5230.10
  1970          23              1354.39         3627.59         4981.98
  1970          24              1065.31         2952.30         4017.61
  1970          25              1106.32         2832.24         3938.56
  1970          26              1195.35         2745.21         3940.56
  1970          27              1268.37         2798.22         4066.59
  1970          28              1251.37         2625.15         3876.52
  1970          29              1194.34         2426.07         3620.41
  1970          30              1226.35         2523.11         3749.46
  1970          31              1261.37         2520.11         3781.48
  1970          32              1337.39         2565.13         3902.52
  1970          33              1454.42         2534.11         3988.53
  1970          34              1602.47         2741.20         4343.67
  1970          35              1815.53         2965.30         4780.83
  1970          36              1818.53         3071.34         4889.87
  1970          37              2043.60         3332.46         5376.06
  1970          38              2265.67         3553.56         5819.23
  1970          39              2505.73         4088.79         6594.52
  1970          40              2851.83         4717.07         7568.90
  1970          41              3000.88         4889.14         7890.02
  1970          42              3469.01         5700.50         9169.51
  1970          43              3615.06         6114.68         9729.74
  1970          44              4021.17         6804.98        10826.15
  1970          45              4634.35         7557.32        12191.67
  1970          46              4980.45         8010.52        12990.97
  1970          47              5298.55         8728.83        14027.38
  1970          48              5415.58         9550.19        14965.77
  1970          49              6168.81        10447.58        16616.39
  1970          50              6539.91        11283.95        17823.86
  1970          51              6721.96        11493.04        18215.00
  1970          52              7061.06        12737.58        19798.64
  1970          53              7418.16        13066.73        20484.89
  1970          54              7955.32        14512.37        22467.69
  1970          55              8474.47        15706.89        24181.36
  1970          56              8753.55        16725.33        25478.88
  1970          57              9572.80        17902.85        27475.65
  1970          58              9896.89        18519.12        28416.01
  1970          59             10544.08        19693.64        30237.72
  1970          60             11039.22        21062.24        32101.46
  1970          61             11248.28        21006.21        32254.49
  1970          62             12471.64        22841.02        35312.66
  1970          63             12581.68        23391.26        35972.94
  1970          64             13110.83        23950.50        37061.33
  1970          65             14799.32        25545.21        40344.53
  1970          66             14664.28        24974.95        39639.23
  1970          67             15572.55        25701.27        41273.82
  1970          68             15745.60        25149.03        40894.63
  1970          69             18272.33        27248.95        45521.28
  1970          70             19479.69        27753.17        47232.86
  1970          71             18172.31        25637.24        43809.55
  1970          72             20269.92        27061.87        47331.79
  1970          73             20646.02        27440.03        48086.05
  1970          74             22966.70        28599.54        51566.24
  1970          75             23977.00        28523.51        52500.51
  1970          76             24263.08        27981.27        52244.35
  1970          77             24266.09        27322.98        51589.07
  1970          78             25101.33        26611.67        51713.00
  1970          79             24780.24        25035.98        49816.22
  1970          80             26520.75        24667.82        51188.57
  1970          81             25322.39        23474.29        48796.68
  1970          82             24860.25        21913.61        46773.86
  1970          83             23711.92        19781.68        43493.60
  1970          84             23198.77        18667.19        41865.96
  1970          85             22310.51        17106.51        39417.02
  1970          86             20462.98        15231.69        35694.67
  1970          87             18492.39        12857.64        31350.03
  1970          88             16237.74        10903.78        27141.52
  1970          89             14172.14         9194.03        23366.17
  1970          90             12938.78         7614.34        20553.12
  1970          91              9962.91         5758.52        15721.43
  1970          92              8453.47         4747.08        13200.55
  1970          93              7054.06         3697.62        10751.68
  1970          94              5808.70         2868.26         8676.96
  1970          95              4374.27         2057.90         6432.17
  1970          96              3112.90         1490.66         4603.56
  1970          97              2234.66         1073.47         3308.13
  1970          98              1582.46          708.31         2290.77
  1970          99              1058.31          486.21         1544.52
  1970         100               762.22          364.16         1126.38
  1970         101               486.14          187.08          673.22
  1970         102               302.08          126.05          428.13
  1970         103               190.06           74.04          264.10
  1970         104               131.04           41.02          172.06
  1970         105                75.02           41.02          116.04
  1970         106                37.02           16.00           53.02
  1970         107                30.00           11.00           41.00
  1970         108                26.00           10.00           36.00
  1970         109                10.00           12.00           22.00
  1970         110+               33.00           24.00           57.00
  1971           0             28892.92        39114.91        68007.83
  1971           1              1912.66         2361.02         4273.68
  1971           2              1245.42         1546.67         2792.09
  1971           3               947.33         1288.56         2235.89
  1971           4               830.29         1103.48         1933.77
  1971           5               805.28         1121.49         1926.77
  1971           6               731.25          965.42         1696.67
  1971           7               669.23          953.41         1622.64
  1971           8               551.19          928.41         1479.60
  1971           9               548.19          884.39         1432.58
  1971          10               593.20          859.38         1452.58
  1971          11               551.19          898.39         1449.58
  1971          12               577.20          950.41         1527.61
  1971          13               671.23         1110.49         1781.72
  1971          14               716.24         1500.65         2216.89
  1971          15               948.33         1972.85         2921.18
  1971          16              1103.38         2631.14         3734.52
  1971          17              1249.43         3271.42         4520.85
  1971          18              1377.47         3853.66         5231.13
  1971          19              1371.47         3973.72         5345.19
  1971          20              1281.44         3755.63         5037.07
  1971          21              1337.46         3817.65         5155.11
  1971          22              1351.46         3901.69         5253.15
  1971          23              1264.44         3750.62         5015.06
  1971          24              1330.46         3671.59         5002.05
  1971          25              1202.41         2888.25         4090.66
  1971          26              1226.42         2702.17         3928.59
  1971          27              1145.40         2897.25         4042.65
  1971          28              1256.43         2831.22         4087.65
  1971          29              1295.45         2687.16         3982.61
  1971          30              1254.44         2624.14         3878.58
  1971          31              1331.45         2505.08         3836.53
  1971          32              1391.48         2551.10         3942.58
  1971          33              1472.50         2597.12         4069.62
  1971          34              1569.54         2719.18         4288.72
  1971          35              1688.58         2850.23         4538.81
  1971          36              1806.62         3197.39         5004.01
  1971          37              1989.68         3283.42         5273.10
  1971          38              2166.74         3601.55         5768.29
  1971          39              2356.81         3893.68         6250.49
  1971          40              2753.95         4232.83         6986.78
  1971          41              2911.00         4868.10         7779.10
  1971          42              3356.15         5325.30         8681.45
  1971          43              3736.28         5956.57         9692.85
  1971          44              3852.32         6523.83        10376.15
  1971          45              4305.48         7205.12        11510.60
  1971          46              4941.70         8092.50        13034.20
  1971          47              5221.79         8514.69        13736.48
  1971          48              5400.85         9191.97        14592.82
  1971          49              5969.05        10079.36        16048.41
  1971          50              6475.22        11068.79        17544.01
  1971          51              6614.27        11877.14        18491.41
  1971          52              7196.47        12297.32        19493.79
  1971          53              7418.54        13249.73        20668.27
  1971          54              7818.68        14027.07        21845.75
  1971          55              8205.82        15170.56        23376.38
  1971          56              8864.04        16503.14        25367.18
  1971          57              9387.22        17566.60        26953.82
  1971          58              9906.40        18371.95        28278.35
  1971          59             10214.51        19299.35        29513.86
  1971          60             11135.82        20606.91        31742.73
  1971          61             11612.99        21435.27        33048.26
  1971          62             12440.27        22357.67        34797.94
  1971          63             12897.43        23685.25        36582.68
  1971          64             13265.55        23865.32        37130.87
  1971          65             14553.00        25325.96        39878.96
  1971          66             14834.10        25210.91        40045.01
  1971          67             15458.31        25932.21        41390.52
  1971          68             16114.53        25796.16        41910.69
  1971          69             16387.62        25419.00        41806.62
  1971          70             19553.71        27698.98        47252.69
  1971          71             19992.87        27690.98        47683.85
  1971          72             19506.70        26611.51        46118.21
  1971          73             20446.03        27034.69        47480.72
  1971          74             21492.38        26888.63        48381.01
  1971          75             24017.24        28501.32        52518.56
  1971          76             24231.32        27971.10        52202.42
  1971          77             24266.34        27157.75        51424.09
  1971          78             25608.80        27254.79        52863.59
  1971          79             25474.75        26003.25        51478.00
  1971          80             26093.96        24165.46        50259.42
  1971          81             25796.86        23657.24        49454.10
  1971          82             26213.00        22962.93        49175.93
  1971          83             24807.52        20599.91        45407.43
  1971          84             23667.13        18520.01        42187.14
  1971          85             23043.91        17384.52        40428.43
  1971          86             21754.47        15753.81        37508.28
  1971          87             19627.74        13744.94        33372.68
  1971          88             17298.94        11515.99        28814.93
  1971          89             14962.14         9748.22        24710.36
  1971          90             13405.61         7960.45        21366.06
  1971          91             11115.82         6365.76        17481.58
  1971          92              8961.08         4946.14        13907.22
  1971          93              7599.61         3959.71        11559.32
  1971          94              6090.09         2919.26         9009.35
  1971          95              4613.59         2280.99         6894.58
  1971          96              3502.20         1642.71         5144.91
  1971          97              2515.87         1086.47         3602.34
  1971          98              1815.63          780.33         2595.96
  1971          99              1168.40          524.23         1692.63
  1971         100               795.28          322.14         1117.42
  1971         101               524.18          224.10          748.28
  1971         102               350.12          129.06          479.18
  1971         103               243.08           78.04          321.12
  1971         104               141.05           49.02          190.07
  1971         105                81.02           38.02          119.04
  1971         106                57.02           29.02           86.04
  1971         107                40.02           15.00           55.02
  1971         108                22.00           14.00           36.00
  1971         109                16.00            6.00           22.00
  1971         110+               35.00           23.00           58.00
  1972           0             25476.81        34721.85        60198.66
  1972           1              1856.35         2332.80         4189.15
  1972           2              1242.23         1650.57         2892.80
  1972           3               962.18         1274.44         2236.62
  1972           4               740.14         1038.36         1778.50
  1972           5               716.13          916.31         1632.44
  1972           6               650.12          936.32         1586.44
  1972           7               686.13          928.31         1614.44
  1972           8               582.11          852.29         1434.40
  1972           9               568.11          850.29         1418.40
  1972          10               560.10          938.32         1498.42
  1972          11               534.10          884.30         1418.40
  1972          12               560.10          928.32         1488.42
  1972          13               634.12         1164.40         1798.52
  1972          14               814.16         1504.52         2318.68
  1972          15               956.18         2042.69         2998.87
  1972          16              1070.21         2868.98         3939.19
  1972          17              1344.25         3389.16         4733.41
  1972          18              1338.26         3923.34         5261.60
  1972          19              1384.26         4007.37         5391.63
  1972          20              1328.25         4045.38         5373.63
  1972          21              1316.24         4225.44         5541.68
  1972          22              1320.25         3789.29         5109.54
  1972          23              1248.24         3683.26         4931.50
  1972          24              1408.26         3663.25         5071.51
  1972          25              1344.26         3517.20         4861.46
  1972          26              1144.22         2782.95         3927.17
  1972          27              1178.22         2718.92         3897.14
  1972          28              1240.24         2806.96         4047.20
  1972          29              1388.26         3105.06         4493.32
  1972          30              1334.25         2692.92         4027.17
  1972          31              1346.25         2618.90         3965.15
  1972          32              1410.27         2682.92         4093.19
  1972          33              1536.29         2764.94         4301.23
  1972          34              1562.30         2744.94         4307.24
  1972          35              1694.32         2908.99         4603.31
  1972          36              1794.34         3051.04         4845.38
  1972          37              1948.37         3265.12         5213.49
  1972          38              2102.39         3429.17         5531.56
  1972          39              2254.43         3817.30         6071.73
  1972          40              2460.46         4213.44         6673.90
  1972          41              2732.51         4655.59         7388.10
  1972          42              3362.64         5505.88         8868.52
  1972          43              3588.68         5683.94         9272.62
  1972          44              3948.74         6394.18        10342.92
  1972          45              4136.78         7214.47        11351.25
  1972          46              4654.88         8062.75        12717.63
  1972          47              5411.02         8706.97        14117.99
  1972          48              5533.04         9423.22        14956.26
  1972          49              5837.11        10113.45        15950.56
  1972          50              6267.18        11249.83        17517.01
  1972          51              6563.24        12234.17        18797.41
  1972          52              7287.37        12828.37        20115.74
  1972          53              7519.42        13186.50        20705.92
  1972          54              7679.45        14360.90        22040.35
  1972          55              8049.52        15247.20        23296.72
  1972          56              8995.70        16163.51        25159.21
  1972          57              9137.73        17704.04        26841.77
  1972          58             10007.89        18632.35        28640.24
  1972          59             10688.02        19630.70        30318.72
  1972          60             11240.12        20773.09        32013.21
  1972          61             11752.22        22075.53        33827.75
  1972          62             12882.44        23456.00        36338.44
  1972          63             12488.36        23902.16        36390.52
  1972          64             13744.60        25040.54        38785.14
  1972          65             14872.81        25410.67        40283.48
  1972          66             15306.90        25592.74        40899.64
  1972          67             16501.12        26873.17        43374.29
  1972          68             16739.17        26801.14        43540.31
  1972          69             17525.31        26987.21        44512.52
  1972          70             17921.38        26409.01        44330.39
  1972          71             20327.84        28785.82        49113.66
  1972          72             21798.12        29179.95        50978.07
  1972          73             20813.93        26839.15        47653.08
  1972          74             22354.22        28097.59        50451.81
  1972          75             23686.48        28307.65        51994.13
  1972          76             24690.66        28935.87        53626.53
  1972          77             25148.75        27879.51        53028.26
  1972          78             26078.92        27567.40        53646.32
  1972          79             26849.08        27331.33        54180.41
  1972          80             27455.19        25506.70        52961.89
  1972          81             25856.88        23281.95        49138.83
  1972          82             26701.05        22915.82        49616.87
  1972          83             26633.03        21945.49        48578.52
  1972          84             24860.70        20122.87        44983.57
  1972          85             22786.31        16953.78        39740.09
  1972          86             22306.22        15947.44        38253.66
  1972          87             20825.94        13926.75        34752.69
  1972          88             18321.46        11808.03        30129.49
  1972          89             16303.08        10087.45        26390.53
  1972          90             13948.64         8194.80        22143.44
  1972          91             11850.24         6624.26        18474.50
  1972          92              9875.86         5295.80        15171.66
  1972          93              7489.41         3883.32        11372.73
  1972          94              6237.18         3239.10         9476.28
  1972          95              4778.90         2400.82         7179.72
  1972          96              3934.74         1698.58         5633.32
  1972          97              2728.51         1078.37         3806.88
  1972          98              1854.35          782.27         2636.62
  1972          99              1238.23          538.19         1776.42
  1972         100               872.17          386.14         1258.31
  1972         101               598.12          244.08          842.20
  1972         102               406.08          140.05          546.13
  1972         103               248.04           90.03          338.07
  1972         104               152.02           58.02          210.04
  1972         105               122.02           38.02          160.04
  1972         106                80.02           34.02          114.04
  1972         107                34.00           18.00           52.00
  1972         108                20.00           18.00           38.00
  1972         109                 6.00            8.00           14.00
  1972         110+               62.00            8.00           70.00
  1973           0             23600.09        31996.44        55596.53
  1973           1              1763.38         2181.71         3945.09
  1973           2              1260.27         1607.52         2867.79
  1973           3               868.18         1302.43         2170.61
  1973           4               774.17         1088.36         1862.53
  1973           5               673.15         1005.33         1678.48
  1973           6               670.14          855.28         1525.42
  1973           7               603.13          924.30         1527.43
  1973           8               555.12          813.26         1368.38
  1973           9               551.12          865.29         1416.41
  1973          10               494.10          872.29         1366.39
  1973          11               542.12          839.28         1381.40
  1973          12               564.12         1002.32         1566.44
  1973          13               630.14         1213.40         1843.54
  1973          14               758.17         1554.51         2312.68
  1973          15               925.20         2024.66         2949.86
  1973          16              1148.25         2878.94         4027.19
  1973          17              1265.27         3409.11         4674.38
  1973          18              1430.31         4230.38         5660.69
  1973          19              1417.30         4185.37         5602.67
  1973          20              1416.31         4245.39         5661.70
  1973          21              1359.30         4211.38         5570.68
  1973          22              1318.28         4023.31         5341.59
  1973          23              1212.26         3858.26         5070.52
  1973          24              1288.28         3624.18         4912.46
  1973          25              1267.27         3684.21         4951.48
  1973          26              1333.29         3513.15         4846.44
  1973          27              1243.27         2811.92         4055.19
  1973          28              1238.27         2931.96         4170.23
  1973          29              1252.27         2935.96         4188.23
  1973          30              1474.32         3138.02         4612.34
  1973          31              1406.30         2709.88         4116.18
  1973          32              1361.30         2830.92         4192.22
  1973          33              1493.32         2761.90         4255.22
  1973          34              1534.33         2807.92         4342.25
  1973          35              1644.35         3009.98         4654.33
  1973          36              1805.39         3031.99         4837.38
  1973          37              1934.41         3279.07         5213.48
  1973          38              2084.45         3556.16         5640.61
  1973          39              2275.49         3760.23         6035.72
  1973          40              2511.55         4215.38         6726.93
  1973          41              2672.58         4435.44         7108.02
  1973          42              3010.65         5124.68         8135.33
  1973          43              3499.76         5699.86         9199.62
  1973          44              3693.80         6060.98         9754.78
  1973          45              3961.85         7014.29        10976.14
  1973          46              4600.00         7676.51        12276.51
  1973          47              5036.09         8373.73        13409.82
  1973          48              5605.21         9314.04        14919.25
  1973          49              5764.24        10022.27        15786.51
  1973          50              6336.37        10922.56        17258.93
  1973          51              6696.45        11735.83        18432.28
  1973          52              7137.54        12793.17        19930.71
  1973          53              7698.66        13333.35        21032.01
  1973          54              7921.71        14119.61        22041.32
  1973          55              8212.77        14961.89        23174.66
  1973          56              8789.89        15965.21        24755.10
  1973          57              9544.06        17287.64        26831.70
  1973          58              9929.15        18358.00        28287.15
  1973          59             10785.33        19808.47        30593.80
  1973          60             11271.43        21032.87        32304.30
  1973          61             11554.50        21355.97        32910.47
  1973          62             12883.78        23417.65        36301.43
  1973          63             13162.84        24144.88        37307.72
  1973          64             13690.95        24509.00        38199.95
  1973          65             15037.25        26159.54        41196.79
  1973          66             15139.26        25858.44        40997.70
  1973          67             16181.49        26662.70        42844.19
  1973          68             16733.61        26965.81        43699.42
  1973          69             17349.75        27467.97        44817.72
  1973          70             18445.98        27725.05        46171.03
  1973          71             17972.88        26409.62        44382.50
  1973          72             21917.72        29375.59        51293.31
  1973          73             22401.84        28569.33        50971.17
  1973          74             21461.63        26953.80        48415.43
  1973          75             23204.00        27874.10        51078.10
  1973          76             23746.13        27375.93        51122.06
  1973          77             25554.51        28077.17        53631.68
  1973          78             26672.75        27366.93        54039.68
  1973          79             26698.76        26752.74        53451.50
  1973          80             28158.07        26308.59        54466.66
  1973          81             26528.73        24235.91        50764.64
  1973          82             26519.73        22660.39        49180.12
  1973          83             27272.88        21881.15        49154.03
  1973          84             26626.74        20859.81        47486.55
  1973          85             24616.31        18431.01        43047.32
  1973          86             22284.81        15705.13        37989.94
  1973          87             21020.53        14285.66        35306.19
  1973          88             19588.22        12334.02        31922.24
  1973          89             17329.74        10596.46        27926.20
  1973          90             15181.28         8667.83        23849.11
  1973          91             12102.61         6961.27        19063.88
  1973          92             10621.29         5585.83        16207.12
  1973          93              8655.87         4570.50        13226.37
  1973          94              6572.42         2957.97         9530.39
  1973          95              5108.10         2386.78         7494.88
  1973          96              3894.84         1777.58         5672.42
  1973          97              3051.66         1262.41         4314.07
  1973          98              2078.44          833.27         2911.71
  1973          99              1286.27          587.19         1873.46
  1973         100               946.21          371.12         1317.33
  1973         101               655.14          235.07          890.21
  1973         102               398.08          144.04          542.12
  1973         103               297.06          115.04          412.10
  1973         104               158.04           63.02          221.06
  1973         105               104.02           46.02          150.04
  1973         106                80.02           24.00          104.02
  1973         107                47.02           16.00           63.02
  1973         108                28.00           10.00           38.00
